id_amending,name,date_enacted,year_enacted
C2014A00028,Amending Acts 1901 to 1969 Repeal Act 2014,2014-05-27,2014
C1903A00019,Commonwealth Public Service Amendment Act 1903,1903-10-22,1903
C1903A00013,High Court Procedure Amendment Act 1903,1903-10-21,1903
C1904A00012,Defence Act 1904,1904-12-09,1904
C1905A00026,Commonwealth Electoral Act 1905,1905-12-21,1905
C1905A00024,Excise Tariff 1905,1905-12-21,1905
C1905A00017,Immigration Restriction Amendment Act 1905,1905-12-21,1905
C1905A00005,Service and Execution of Process Act 1905,1905-08-25,1905
C1906A00008,Audit Act 1906,1906-09-24,1906
C1906A00018,Commonwealth Electoral Act 1906,1906-10-12,1906
C1907A00001,Constitution Alteration (Senate Elections) 1906,1907-04-03,1907
C1906A00020,Excise Tariff 1906,1906-10-12,1906
C1906A00015,Excise Tariff (Amendment) 1906,1906-10-12,1906
C1906A00005,Judiciary Act 1906,1906-08-28,1906
C1906A00022,Pacific Island Labourers Act 1906,1906-10-12,1906
C1906A00019,Patents Act 1906,1906-10-12,1906
C1908A00005,Australian Industries Preservation Act 1907,1908-04-14,1908
C1907A00010,Disputed Elections and Qualifications Act 1907,1907-11-22,1907
C1907A00008,Judiciary Act 1907,1907-10-14,1907
C1908A00013,Customs Tariff Amendment 1908,1908-06-10,1908
C1908A00014,Excise Tariff (Starch) 1908,1908-06-10,1908
C1908A00025,Immigration Restriction Act 1908,1908-12-14,1908
C1909A00004,Audit Act 1909,1909-08-20,1909
C1909A00026,Australian Industries Preservation Act 1909,1909-12-13,1909
C1909A00028,Commonwealth Conciliation and Arbitration Act 1909,1909-12-13,1909
C1909A00019,Commonwealth Electoral Act 1909,1909-12-13,1909
C1910A00003,Constitution Alteration (State Debts) 1909,1910-08-06,1910
C1909A00015,Defence Act 1909,1909-12-13,1909
C1909A00003,Invalid and Old-age Pensions Act 1909,1909-08-13,1909
C1909A00021,Invalid and Old-age Pensions Act 1909 No. 2,1909-12-13,1909
C1909A00020,Referendum (Constitution Alteration) Act 1909,1909-12-13,1909
C1910A00029,Australian Industries Preservation Act 1910,1910-11-25,1910
C1910A00036,Customs Act 1910,1910-12-01,1910
C1910A00009,Customs (Inter-State Accounts) Act 1910,1910-09-02,1910
C1910A00039,Customs Tariff 1910,1910-12-01,1910
C1910A00037,Defence Act 1910,1910-12-01,1910
C1910A00017,Excise (Sugar) Act 1910,1910-10-25,1910
C1910A00010,Immigration Restriction Act 1910,1910-09-16,1910
C1910A00034,Judiciary Act 1910,1910-12-01,1910
C1910A00028,Post and Telegraph Act 1910,1910-11-25,1910
C1910A00031,Referendum (Constitution Alteration) Act 1910,1910-12-01,1910
C1910A00016,Sugar Bounty Act 1910,1910-10-25,1910
C1911A00021,Australian Notes Act 1911,1911-12-22,1911
C1911A00006,Commonwealth Conciliation and Arbitration Act 1911,1911-11-23,1911
C1911A00017,Commonwealth Electoral Act 1911,1911-12-22,1911
C1911A00026,Commonwealth Public Service Act 1911,1911-12-22,1911
C1911A00019,Customs Tariff 1911,1911-12-22,1911
C1911A00015,Defence Act 1911,1911-12-22,1911
C1911A00012,Land Tax Assessment Act 1911,1911-12-18,1911
C1911A00016,Naval Defence Act 1911,1911-12-22,1911
C1911A00008,Post and Telegraph Rates Act 1911,1911-12-12,1911
C1912A00006,Audit Act 1912,1912-09-04,1912
C1912A00023,Beer Excise Act 1912,1912-12-24,1912
C1912A00024,Bills of Exchange Act 1912,1912-12-24,1912
C1912A00034,Bounties Act 1912,1912-12-24,1912
C1912A00040,Commonwealth Inscribed Stock Act 1912,1912-12-24,1912
C1912A00005,Defence Act 1912,1912-09-04,1912
C1912A00014,Designs Act 1912,1912-11-06,1912
C1912A00038,Immigration Act 1912,1912-12-24,1912
C1912A00027,Invalid and Old-age Pensions Act 1912,1912-12-24,1912
C1912A00031,Judiciary Act 1912,1912-12-24,1912
C1912A00003,Kalgoorlie to Port Augusta Railway Act 1912,1912-08-07,1912
C1912A00037,Land Tax Assessment Act 1912,1912-12-24,1912
C1912A00028,Manufactures Encouragement Act 1912,1912-12-24,1912
C1912A00010,Naval Agreement Act 1912,1912-10-10,1912
C1912A00021,Naval Defence Act 1912,1912-12-24,1912
C1912A00030,Post and Telegraph Act 1912,1912-12-24,1912
C1912A00015,Quarantine Act 1912,1912-11-06,1912
C1912A00017,Referendum (Constitution Alteration) Act 1912,1912-11-06,1912
C1912A00035,Referendum (Constitution Alteration) Act (No. 2) 1912,1912-12-24,1912
C1912A00004,Royal Commissions Act 1912,1912-08-19,1912
C1912A00018,Service and Execution of Process Act 1912,1912-11-06,1912
C1912A00026,Sugar Bounty Abolition Act 1912,1912-12-24,1912
C1912A00012,Sugar Bounty Act 1912,1912-10-29,1912
C1912A00019,Trade Marks Act 1912,1912-11-06,1912
C1913A00016,Commonwealth Inscribed Stock Act 1913,1913-12-19,1913
C1913A00017,Commonwealth Public Service Act 1913,1913-12-19,1913
C1913A00023,Post and Telegraph Act 1913,1913-12-19,1913
C1914A00023,Australian Notes Act 1914,1914-12-21,1914
C1914A00024,Commonwealth Bank Act 1914,1914-12-21,1914
C1914A00005,Commonwealth Conciliation and Arbitration Act 1914,1914-10-10,1914
C1914A00018,Commonwealth Conciliation and Arbitration Act (No. 2) 1914,1914-12-07,1914
C1914A00032,Commonwealth Public Works Committee Act 1914,1914-12-21,1914
C1914A00019,Customs Act 1914,1914-12-07,1914
C1914A00036,Defence Act 1914,1914-12-21,1914
C1914A00011,Judiciary Act 1914,1914-10-29,1914
C1914A00028,Land Tax Act 1914,1914-12-21,1914
C1914A00029,Land Tax Assessment Act 1914,1914-12-21,1914
C1914A00031,Loan Act (No. 2) 1914,1914-12-21,1914
C1914A00004,Manufactures Encouragement Act 1914,1914-06-27,1914
C1914A00016,"Patents, Trade Marks and Designs Act (No. 2) 1914",1914-11-26,1914
C1914A00017,Trading with the Enemy Act (No. 2) 1914,1914-11-26,1914
C1915A00035,Commonwealth Conciliation and Arbitration Act 1915,1915-09-13,1915
C1915A00026,Commonwealth Inscribed Stock Act 1915,1915-08-16,1915
C1915A00037,Commonwealth Public Service Act 1915,1915-09-13,1915
C1915A00006,Crimes Act 1915,1915-05-07,1915
C1915A00003,Defence Act 1915,1915-04-30,1915
C1915A00005,High Court Procedure Act 1915,1915-05-01,1915
C1915A00048,Income Tax Act (No. 2) 1915,1915-11-15,1915
C1915A00047,Income Tax Assessment Act (No. 2) 1915,1915-11-15,1915
C1915A00045,Iron Bounty Act 1915,1915-11-15,1915
C1915A00004,Judiciary Act 1915,1915-05-01,1915
C1915A00017,Lighthouses Act 1915,1915-06-28,1915
C1915A00008,"Patents, Trade Marks and Designs Act 1915",1915-05-15,1915
C1915A00042,Quarantine Act 1915,1915-11-15,1915
C1915A00038,Referendum (Constitution Alteration) Act 1915,1915-09-13,1915
C1915A00014,Spirits Act 1915,1915-06-19,1915
C1915A00025,Treasury Bills Act 1915,1915-08-16,1915
C1915A00028,War Pensions Act 1915,1915-09-02,1915
C1915A00002,War Precautions Act 1915,1915-04-30,1915
C1915A00039,War Precautions Act (No. 2) 1915,1915-09-13,1915
C1915A00033,Wireless Telegraphy Act 1915,1915-09-06,1915
C1916A00004,Acts Interpretation Act 1916,1916-05-30,1916
C1916A00008,Commonwealth Public Service Act 1916,1916-05-30,1916
C1916A00010,Customs Act 1916,1916-05-30,1916
C1916A00029,Estate Duty Assessment Act 1916,1916-09-30,1916
C1916A00031,Income Tax Assessment Act 1916,1916-09-30,1916
C1916A00039,Income Tax Assessment Act (No. 2) 1916,1916-12-21,1916
C1916A00032,Invalid and Old-age Pensions Act 1916,1916-09-30,1916
C1916A00033,Land Tax Assessment Act 1916,1916-09-30,1916
C1916A00012,Lands Acquisition Act 1916,1916-05-30,1916
C1916A00014,Post and Telegraph Act 1916,1916-05-30,1916
C1916A00016,Rules Publication Act 1916,1916-05-30,1916
C1916A00021,War Census Act 1916,1916-05-30,1916
C1916A00023,War Loan Act (United Kingdom) (No. 1) 1916,1916-05-30,1916
C1916A00025,War Pensions Act 1916,1916-05-30,1916
C1916A00003,War Precautions Act 1916,1916-05-30,1916
C1917A00032,Audit Act 1917,1917-09-22,1917
C1917A00018,Commonwealth Public Service Act 1917,1917-08-28,1917
C1917A00035,Daylight Saving Repeal Act 1917,1917-09-25,1917
C1917A00036,Defence Act 1917,1917-09-25,1917
C1917A00020,Freight Arrangements Act 1917,1917-09-13,1917
C1917A00022,Invalid and Old-age Pensions Act 1917,1917-09-13,1917
C1917A00025,Naturalization Act 1917,1917-09-20,1917
C1917A00021,Sugar Purchase Act 1917,1917-09-13,1917
C1917A00014,Unlawful Associations Act 1917,1917-07-27,1917
C1917A00024,War Loan (United Kingdom) Act 1917,1917-09-20,1917
C1917A00028,Wood Pulp and Rock Phosphate Bounties Act 1917,1917-09-22,1917
C1918A00008,Acts Interpretation Act 1918,1918-06-11,1918
C1918A00032,Amendments Incorporation Act 1918,1918-12-11,1918
C1918A00015,Australian Soldiers’ Repatriation Act 1918,1918-06-19,1918
C1918A00031,Beer Excise Act 1918,1918-12-11,1918
C1918A00039,Commonwealth Conciliation and Arbitration Act 1918,1918-12-25,1918
C1918A00007,Commonwealth Inscribed Stock Act 1918,1918-05-28,1918
C1918A00046,Commonwealth Public Service Act 1918,1918-12-25,1918
C1918A00016,Defence Act 1918,1918-06-19,1918
C1918A00047,Defence Act (No. 2) 1918,1918-12-25,1918
C1918A00034,Distillation Act 1918,1918-12-12,1918
C1918A00025,Entertainments Tax Act 1918,1918-11-07,1918
C1918A00026,Excise Act 1918,1918-11-07,1918
C1918A00018,Income Tax Assessment Act 1918,1918-06-19,1918
C1918A00030,Land Tax Act 1918,1918-12-02,1918
C1918A00045,Naval Defence Act 1918,1918-12-25,1918
C1918A00024,Post and Telegraph Rates Act 1918,1918-10-19,1918
C1918A00029,Service and Execution of Process Act 1918,1918-11-27,1918
C1918A00035,Spirits Act 1918,1918-12-12,1918
C1918A00040,War-time Profits Tax Assessment Act 1918,1918-12-25,1918
C1919A00031,Commonwealth Electoral Act 1919,1919-10-28,1919
C1919A00029,Commonwealth Electoral (War-time) Act 1919,1919-10-28,1919
C1919A00023,Deceased Soldiers Estates Act 1919,1919-10-28,1919
C1919A00011,Entertainments Tax Act 1919,1919-10-28,1919
C1919A00022,Invalid and Old-age Pensions Act 1919,1919-10-28,1919
C1919A00010,Land Tax Act 1919,1919-10-28,1919
C1919A00006,Lighthouses Act 1919,1919-10-02,1919
C1919A00032,Navigation Act 1919,1919-12-20,1919
C1919A00014,Referendum (Constitution Alteration) Act 1919,1919-10-28,1919
C1919A00007,Trade Marks Act 1919,1919-10-02,1919
C1919A00028,War Service Homes Act 1919,1919-10-28,1919
C1919A00004,Wireless Telegraphy Act 1919,1919-09-08,1919
C1920A00023,Audit Act 1920,1920-09-14,1920
C1920A00033,Census and Statistics Act 1920,1920-10-11,1920
C1920A00014,Committee of Public Accounts Act 1920,1920-05-29,1920
C1920A00043,Commonwealth Bank Act 1920,1920-11-30,1920
C1920A00031,Commonwealth Conciliation and Arbitration Act 1920,1920-10-11,1920
C1920A00041,Customs Act 1920,1920-11-10,1920
C1920A00051,Immigration Act 1920,1920-12-02,1920
C1920A00055,Industrial Peace Act (No. 2) 1920,1920-12-02,1920
C1920A00053,Invalid and Old-age Pensions Act 1920,1920-12-02,1920
C1920A00038,Judiciary Act 1920,1920-10-30,1920
C1920A00036,Kalgoorlie to Port Augusta Railway Lands Act 1920,1920-10-20,1920
C1920A00045,Land Tax Act 1920,1920-11-30,1920
C1921A00001,Navigation Act 1920,1921-03-03,1921
C1920A00032,Papua Act 1920,1920-10-11,1920
C1920A00027,Post and Telegraph Rates Act 1920,1920-10-01,1920
C1920A00047,Quarantine Act 1920,1920-12-02,1920
C1920A00056,River Murray Waters Act 1920,1920-12-02,1920
C1920A00011,Sugar Purchase Act 1920,1920-05-19,1920
C1920A00052,Sugar Purchase Act (No. 2) 1920,1920-12-02,1920
C1920A00039,Treaty of Peace (Germany) Act 1920,1920-11-10,1920
C1920A00017,War Gratuity Act (No. 2) 1920,1920-05-29,1920
C1920A00035,War Service Homes Act 1920,1920-10-19,1920
C1921A00034,Australian Soldiers' Repatriation Act 1921,1921-12-17,1921
C1921A00029,Commonwealth Conciliation and Arbitration Act 1921,1921-12-16,1921
C1921A00014,Commonwealth Electoral Act 1921,1921-12-15,1921
C1921A00019,Commonwealth Public Works Committee Act 1921,1921-12-15,1921
C1921A00035,High Court Procedure Act 1921,1921-12-22,1921
C1921A00031,Income Tax Assessment Act 1921,1921-12-17,1921
C1921A00032,Income Tax Assessment Act 1921 (No. 2),1921-12-17,1921
C1921A00030,Iron and Steel Bounty Act 1921,1921-12-17,1921
C1921A00024,Patents Act 1921,1921-12-15,1921
C1921A00006,Shale Oil Bounty Act 1921,1921-09-02,1921
C1921A00023,Trading with the Enemy Act 1921,1921-12-15,1921
C1921A00036,War Precautions Act Repeal Act 1921,1921-12-22,1921
C1921A00022,War Precautions (Coal) Act 1921,1921-12-15,1921
C1922A00023,Australian Soldiers' Repatriation Act 1922,1922-10-18,1922
C1922A00014,Commonwealth Electoral Act 1922,1922-09-28,1922
C1922A00019,Customs Act 1922,1922-10-09,1922
C1922A00016,Customs Tariff 1922,1922-09-28,1922
C1922A00020,Customs Tariff (Industries Preservation) Act 1922,1922-10-09,1922
C1922A00032,Customs Tariff (Sugar) 1922,1922-10-18,1922
C1922A00006,Defence (Civil Employment) Act 1922,1922-08-31,1922
C1922A00015,Entertainments Tax Act 1922,1922-09-28,1922
C1922A00034,Estate Duty Assessment Act 1922,1922-10-18,1922
C1922A00026,Jury Exemption Act 1922,1922-10-18,1922
C1922A00017,Land Tax Act 1922,1922-10-05,1922
C1922A00024,Nationality Act 1922,1922-10-18,1922
C1922A00022,Senate Elections Act 1922,1922-10-18,1922
C1922A00027,Service and Execution of Process Act 1922,1922-10-18,1922
C1922A00040,Shale Oil Bounty Act 1922,1922-10-18,1922
C1922A00005,Statutory Declarations Act 1922,1922-08-30,1922
C1922A00025,Trade Marks Act 1922,1922-10-18,1922
C1922A00039,War Precautions Act Repeal Act 1922,1922-10-18,1922
C1923A00007,Beer Excise Act 1923,1923-08-11,1923
C1923A00012,Customs Act 1923,1923-08-17,1923
C1923A00022,Customs Tariff 1923,1923-09-01,1923
C1923A00009,Distillation Act 1923,1923-08-11,1923
C1923A00008,Excise Act 1923,1923-08-11,1923
C1923A00027,Income Tax Assessment Act 1923,1923-09-01,1923
C1923A00015,Invalid and Old-age Pensions Act 1923,1923-09-01,1923
C1923A00029,Land Tax Assessment Act 1923,1923-09-01,1923
C1923A00017,Post and Telegraph Act 1923,1923-09-01,1923
C1923A00016,Post and Telegraph Rates Act 1923,1923-09-01,1923
C1923A00023,Shale Oil Bounty Act 1923,1923-09-01,1923
C1923A00006,Spirits Act 1923,1923-08-11,1923
C1923A00025,Tariff Board Act 1923,1923-09-01,1923
C1923A00013,Tasmania Grant Act 1923,1923-08-22,1923
C1923A00034,War Precautions Act Repeal Act 1923,1923-09-01,1923
C1923A00018,War Service Homes Act 1923,1923-09-01,1923
C1924A00034,Audit Act 1924,1924-10-08,1924
C1924A00015,Commonwealth Bank Act 1924,1924-08-20,1924
C1924A00010,Commonwealth Electoral Act 1924,1924-07-31,1924
C1924A00046,Commonwealth Public Service Act 1924,1924-10-20,1924
C1924A00001,Customs Tariff 1924,1924-05-19,1924
C1924A00052,Entertainments Tax Assessment Act 1924,1924-10-20,1924
C1924A00028,Excise Tariff 1924,1924-09-26,1924
C1924A00047,Immigration Act 1924,1924-10-20,1924
C1924A00051,Income Tax Assessment Act 1924,1924-10-20,1924
C1924A00036,Income Tax Collection Act 1924,1924-10-08,1924
C1924A00032,Land Tax Assessment Act 1924,1924-10-03,1924
C1924A00005,Main Roads Development Act 1924-25,1924-06-30,1924
C1924A00006,National Debt Sinking Fund Act 1924,1924-06-30,1924
C1924A00025,Papua Act 1924,1924-09-26,1924
C1924A00012,Post and Telegraph Rates Act 1924,1924-08-15,1924
C1924A00030,Quarantine Act 1924,1924-09-26,1924
C1924A00026,Service and Execution of Process Act 1924,1924-09-26,1924
C1924A00045,Superannuation Act 1924,1924-10-20,1924
C1924A00029,Tariff Board Act 1924,1924-09-26,1924
C1925A00016,Commonwealth Bank (Rural Credits) Act 1925,1925-09-14,1925
C1925A00020,Commonwealth Electoral Act 1925,1925-09-26,1925
C1925A00011,Commonwealth Railways Act 1925,1925-08-31,1925
C1925A00022,Customs Act 1925,1925-09-26,1925
C1925A00013,Distillation Act 1925,1925-09-07,1925
C1925A00023,Entertainments Tax Act 1925,1925-09-26,1925
C1925A00004,Export Guarantee Act 1925,1925-07-08,1925
C1925A00005,High Court Procedure Act 1925,1925-07-13,1925
C1925A00007,Immigration Act 1925,1925-07-20,1925
C1925A00028,Income Tax Assessment Act 1925,1925-09-26,1925
C1925A00027,Invalid and Old-age Pensions Act 1925,1925-09-26,1925
C1925A00017,Main Roads Development Act 1925,1925-09-14,1925
C1925A00003,National Debt Sinking Fund Act 1925,1925-07-08,1925
C1925A00010,Nationality Act 1925,1925-08-31,1925
C1925A00008,Navigation Act 1925,1925-08-13,1925
C1925A00021,Northern Territory Representation Act 1925,1925-09-26,1925
C1925A00012,Peace Officers Act 1925,1925-09-02,1925
C1925A00026,War Service Homes Act 1925,1925-09-26,1925
C1926A00017,Aliens Registration Act Suspension Act 1926,1926-06-04,1926
C1926A00018,Audit Act 1926,1926-06-04,1926
C1926A00037,Commerce (Trade Descriptions) Act 1926,1926-08-11,1926
C1926A00022,Commonwealth Conciliation and Arbitration Act 1926,1926-06-25,1926
C1926A00009,Crimes Act 1926,1926-03-16,1926
C1926A00026,Customs Tariff 1926,1926-07-08,1926
C1926A00045,Customs Tariff (No. 2) 1926,1926-08-16,1926
C1926A00013,Dried Fruits Advances Act 1926,1926-03-26,1926
C1926A00028,Excise Tariff 1926,1926-07-21,1926
C1926A00034,Grafton to South Brisbane Railway Act 1926,1926-07-29,1926
C1926A00044,Invalid and Old-age Pensions Act 1926,1926-08-16,1926
C1926A00039,Judiciary Act 1926,1926-08-11,1926
C1926A00050,Land Tax Assessment Act 1926,1926-08-23,1926
C1926A00048,Maternity Allowance Act 1926,1926-08-23,1926
C1926A00008,Navigation Act 1926,1926-03-01,1926
C1926A00015,New Guinea Act 1926,1926-06-04,1926
C1926A00031,Petroleum Prospecting Act (No. 2) 1926,1926-07-29,1926
C1926A00023,Referendum (Constitution Alteration) Act 1926,1926-06-28,1926
C1926A00020,Science and Industry Research Act 1926,1926-06-21,1926
C1926A00032,Seat of Government (Administration) Act 1926,1926-07-29,1926
C1926A00036,Shale Oil Bounty Act 1926,1926-08-11,1926
C1926A00035,States Loan Act 1926,1926-08-11,1926
C1926A00047,War Service Homes Act 1926,1926-08-23,1926
C1926A00027,War-time Profits Tax Assessment Act 1926,1926-07-08,1926
C1927A00003,Bankruptcy Act 1927,1927-04-08,1927
C1927A00036,Commonwealth Bank (Savings Bank) Act 1927,1927-12-22,1927
C1927A00008,Commonwealth Conciliation and Arbitration Act 1927,1927-04-08,1927
C1927A00002,Commonwealth Inscribed Stock Act 1927,1927-04-08,1927
C1927A00001,Defence Act 1927,1927-04-08,1927
C1927A00006,Dried Fruits Export Charges Act 1927,1927-04-08,1927
C1927A00032,Income Tax Assessment Act 1927,1927-12-22,1927
C1927A00038,Iron and Steel Products Bounty Act 1927,1927-12-22,1927
C1927A00009,Judiciary Act 1927,1927-04-08,1927
C1927A00029,Land Tax Act 1927,1927-12-22,1927
C1927A00030,Land Tax Assessment Act 1927,1927-12-22,1927
C1927A00034,Maternity Allowance Act 1927,1927-12-22,1927
C1927A00004,States Grants Act 1927,1927-04-08,1927
C1927A00012,States Loan Act 1927,1927-04-08,1927
C1927A00010,Wine Export Bounty Act 1927,1927-04-08,1927
C1928A00001,Arbitration (Public Service) Act 1928,1928-03-14,1928
C1928A00039,Bankruptcy Act 1928,1928-09-26,1928
C1928A00038,Beer Excise Act 1928,1928-09-25,1928
C1928A00018,Commonwealth Conciliation and Arbitration Act 1928,1928-06-22,1928
C1928A00017,Commonwealth Electoral Act 1928,1928-06-22,1928
C1928A00010,Commonwealth Housing Act 1928,1928-05-15,1928
C1928A00041,Commonwealth Public Service Act 1928,1928-09-26,1928
C1929A00001,Constitution Alteration (State Debts) 1928,1929-02-13,1929
C1928A00013,Crimes Act 1928,1928-06-22,1928
C1928A00002,Customs Tariff 1928,1928-03-31,1928
C1928A00035,Customs Tariff (No. 2) 1928,1928-09-22,1928
C1928A00036,Customs Tariff (No. 3) 1928,1928-09-22,1928
C1928A00047,Estate Duty Assessment Act 1928,1928-09-28,1928
C1928A00004,Excise Tariff 1928,1928-03-31,1928
C1928A00046,Income Tax Assessment Act 1928,1928-09-28,1928
C1928A00031,Invalid and Old-age Pensions Act 1928,1928-09-14,1928
C1928A00034,Land Tax Assessment Act 1928,1928-09-22,1928
C1928A00019,National Debt Sinking Fund Act 1928,1928-06-22,1928
C1928A00009,Parliamentary Allowances Act 1928,1928-04-02,1928
C1928A00042,Referendum (Constitution Alteration) Act 1928,1928-09-28,1928
C1928A00044,Seat of Government (Administration) Act 1928,1928-09-28,1928
C1928A00014,Service and Execution of Process Act 1928,1928-06-22,1928
C1928A00015,State and Territorial Laws and Records Recognition Act 1928,1928-06-22,1928
C1928A00023,War Precautions Act Repeal Act 1928,1928-06-22,1928
C1928A00012,Wine Export Bounty Act 1928,1928-05-22,1928
C1929A00025,Arbitration (Public Service) Act 1929,1929-12-13,1929
C1929A00028,Bankruptcy Act 1929,1929-12-17,1929
C1929A00016,Canned Fruits Export Charges Act 1929,1929-03-25,1929
C1929A00031,Commonwealth Bank Act 1929,1929-12-17,1929
C1929A00002,Commonwealth Electoral Act 1929,1929-02-25,1929
C1929A00015,Dairy Produce Export Charges Act 1929,1929-03-25,1929
C1929A00012,Dried Fruits Export Charges Act 1929,1929-03-22,1929
C1929A00024,Grafton to South Brisbane Railway Act 1929,1929-12-13,1929
C1929A00011,Income Tax Assessment Act 1929,1929-03-22,1929
C1929A00032,Iron and Steel Products Bounty Act 1929,1929-12-17,1929
C1929A00017,National Debt Sinking Fund Act 1929,1929-03-25,1929
C1929A00029,Seat of Government (Administration) Act 1929,1929-12-17,1929
C1929A00005,Tariff Board Act 1929,1929-03-18,1929
C1929A00003,Transport Workers Act 1929,1929-03-16,1929
C1929A00013,War Service Homes Act 1929,1929-03-22,1929
C1929A00027,Wine Grapes Charges Act (No. 2) 1929,1929-12-16,1929
C1930A00023,Acts Interpretation Act 1930,1930-08-14,1930
C1930A00007,Australian Industries Preservation Act 1930,1930-04-14,1930
C1930A00074,Australian Soldiers' Repatriation Act 1930,1930-12-16,1930
C1930A00017,Bankruptcy Act 1930,1930-07-18,1930
C1930A00047,Canned Fruits Export Control Act 1930,1930-08-18,1930
C1930A00018,Census and Statistics Act 1930,1930-07-21,1930
C1930A00015,Commerce (Trade Descriptions) Act 1930,1930-07-18,1930
C1930A00043,Commonwealth Conciliation and Arbitration Act 1930,1930-08-18,1930
C1930A00019,Commonwealth Public Service Act 1930,1930-07-28,1930
C1930A00006,Customs Act 1930,1930-03-29,1930
C1930A00003,Customs Tariff 1930,1930-03-29,1930
C1930A00011,Development and Migration Act 1930,1930-06-23,1930
C1930A00046,Dried Fruits Export Control Act 1930,1930-08-18,1930
C1930A00049,Grafton—South Brisbane Railway Act 1930,1930-08-18,1930
C1930A00056,Immigration Act 1930,1930-11-29,1930
C1930A00061,Income Tax Act (No. 2) 1930,1930-12-16,1930
C1930A00050,Income Tax Assessment Act 1930,1930-08-18,1930
C1930A00060,Income Tax Assessment Act (No. 2) 1930,1930-12-16,1930
C1930A00001,Land Tax Assessment Act 1930,1930-03-22,1930
C1930A00008,Land Tax Assessment Act (No. 2) 1930,1930-04-14,1930
C1930A00044,London Naval Treaty Act 1930,1930-08-18,1930
C1930A00072,National Debt Sinking Fund Act 1930,1930-12-16,1930
C1930A00009,Nationality Act 1930,1930-05-29,1930
C1930A00076,Patents Act 1930,1930-12-16,1930
C1930A00020,Post and Telegraph Rates Act 1930,1930-07-30,1930
C1930A00063,Sales Tax Act (No. 1A) 1930,1930-12-16,1930
C1930A00062,Sales Tax Assessment Act (No. 1A) 1930,1930-12-16,1930
C1930A00064,Sales Tax Assessment Act (No. 2A) 1930,1930-12-16,1930
C1930A00065,Sales Tax Assessment Act (No. 3A) 1930,1930-12-16,1930
C1930A00066,Sales Tax Assessment Act (No. 4A) 1930,1930-12-16,1930
C1930A00067,Sales Tax Assessment Act (No. 5A) 1930,1930-12-16,1930
C1930A00068,Sales Tax Assessment Act (No. 6A) 1930,1930-12-16,1930
C1930A00069,Sales Tax Assessment Act (No. 7A) 1930,1930-12-16,1930
C1930A00070,Sales Tax Assessment Act (No. 8A) 1930,1930-12-16,1930
C1930A00071,Sales Tax Assessment Act (No. 9A) 1930,1930-12-16,1930
C1930A00022,Superannuation Act 1930,1930-08-09,1930
C1931A00006,Commonwealth Bank Act 1931,1931-06-19,1931
C1931A00021,Commonwealth Public Service Act 1931,1931-08-07,1931
C1931A00003,Distillation Act 1931,1931-04-18,1931
C1931A00047,Financial Emergency Act (No. 2) 1931,1931-11-04,1931
C1931A00043,Flax and Linseed Bounties Act 1931,1931-10-23,1931
C1931A00015,Gold Bounty Act 1931,1931-08-06,1931
C1931A00023,Income Tax Assessment Act 1931,1931-08-07,1931
C1931A00046,Invalid and Old-age Pensions Act 1931,1931-11-02,1931
C1931A00005,Northern Territory (Administration) Act 1931,1931-05-21,1931
C1931A00001,Post and Telegraph Rates Act 1931,1931-03-25,1931
C1931A00026,Sales Tax Act (No. 1) 1931,1931-08-10,1931
C1931A00028,Sales Tax Act (No. 2) 1931,1931-08-10,1931
C1931A00030,Sales Tax Act (No. 3) 1931,1931-08-10,1931
C1931A00032,Sales Tax Act (No. 4) 1931,1931-08-10,1931
C1931A00034,Sales Tax Act (No. 5) 1931,1931-08-10,1931
C1931A00036,Sales Tax Act (No. 6) 1931,1931-08-10,1931
C1931A00038,Sales Tax Act (No. 7) 1931,1931-08-10,1931
C1931A00040,Sales Tax Act (No. 8) 1931,1931-08-10,1931
C1931A00042,Sales Tax Act (No. 9) 1931,1931-08-10,1931
C1931A00025,Sales Tax Assessment Act (No. 1) 1931,1931-08-10,1931
C1931A00027,Sales Tax Assessment Act (No. 2) 1931,1931-08-10,1931
C1931A00029,Sales Tax Assessment Act (No. 3) 1931,1931-08-10,1931
C1931A00031,Sales Tax Assessment Act (No. 4) 1931,1931-08-10,1931
C1931A00033,Sales Tax Assessment Act (No. 5) 1931,1931-08-10,1931
C1931A00035,Sales Tax Assessment Act (No. 6) 1931,1931-08-10,1931
C1931A00037,Sales Tax Assessment Act (No. 7) 1931,1931-08-10,1931
C1931A00039,Sales Tax Assessment Act (No. 8) 1931,1931-08-10,1931
C1931A00041,Sales Tax Assessment Act (No. 9) 1931,1931-08-10,1931
C1931A00009,Seat of Government (Administration) Act 1931,1931-07-01,1931
C1931A00045,Service and Execution of Process Act 1931,1931-10-29,1931
C1931A00004,Solar Observatory Fund Act 1931,1931-05-13,1931
C1931A00002,Wine Export Bounty Act 1931,1931-03-25,1931
C1932A00024,Acts Interpretation Act 1932,1932-05-30,1932
C1932A00031,Bankruptcy Act 1932,1932-05-31,1932
C1932A00061,Bills of Exchange Act 1932,1932-12-05,1932
C1932A00016,Commonwealth Bank Act 1932,1932-05-21,1932
C1932A00025,Commonwealth Inscribed Stock Act 1932,1932-05-30,1932
C1932A00072,Commonwealth Public Service Act 1932,1932-12-05,1932
C1932A00052,Commonwealth Public Works Committee Act 1932,1932-11-28,1932
C1932A00017,Cotton Industries Bounty Act 1932,1932-05-28,1932
