id_amending,name,date_enacted,year_enacted
C1966A00032,Commonwealth Electoral Act 1966,1966-05-24,1966
C1966A00064,Conciliation and Arbitration Act 1966,1966-10-29,1966
C1966A00028,Customs Act 1966,1966-05-24,1966
C1966A00027,Customs Tariff (No. 2) 1966,1966-05-24,1966
C1966A00034,Customs Tariff (No. 3) 1966,1966-09-12,1966
C1966A00070,Defence Forces Retirement Benefits Act 1966,1966-10-29,1966
C1966A00074,Dried Vine Fruits Stabilization Act 1966,1966-10-29,1966
C1966A00053,Estate Duty Assessment Act 1966,1966-10-26,1966
C1966A00056,High Commissioner (United Kingdom) Act 1966,1966-10-28,1966
C1966A00050,Income Tax Assessment Act 1966,1966-10-26,1966
C1966A00083,Income Tax Assessment Act (No. 2) 1966,1966-10-29,1966
C1966A00017,Income Tax (International Agreements) Act 1966,1966-05-18,1966
C1966A00036,International Finance Corporation Act 1966,1966-09-12,1966
C1966A00037,International Monetary Agreements Act 1966,1966-09-12,1966
C1966A00055,Judiciary Act 1966,1966-10-27,1966
C1966A00060,Matrimonial Causes Act 1966,1966-10-29,1966
C1966A00010,Migration Act 1966,1966-05-06,1966
C1966A00044,National Health Act 1966,1966-10-18,1966
C1966A00011,Nationality and Citizenship Act 1966,1966-05-06,1966
C1966A00084,Papua and New Guinea Act 1966,1966-10-29,1966
C1966A00071,Parliamentary Retiring Allowances Act 1966,1966-10-29,1966
C1966A00054,Pay-roll Tax Assessment Act 1966,1966-10-26,1966
C1966A00040,Phosphate Fertilizers Bounty Act 1966,1966-09-27,1966
C1966A00007,Post and Telegraph Act 1966,1966-04-29,1966
C1966A00066,Poultry Industry Assistance Act 1966,1966-10-29,1966
C1966A00068,Poultry Industry Levy Act 1966,1966-10-29,1966
C1966A00067,Poultry Industry Levy Collection Act 1966,1966-10-29,1966
C1966A00047,Public Service Act 1966,1966-10-26,1966
C1966A00085,Public Service Act (No. 2) 1966,1966-10-29,1966
C1966A00012,Quarantine Act 1966,1966-05-13,1966
C1966A00038,Queensland Beef Cattle Roads Agreement Act 1966,1966-09-12,1966
C1966A00042,Repatriation Act 1966,1966-09-30,1966
C1966A00026,Sales Tax (Exemptions and Classifications) Act 1966,1966-05-24,1966
C1966A00062,Sales Tax (Exemptions and Classifications) Act (No. 2) 1966,1966-10-29,1966
C1966A00043,Seamen's War Pensions and Allowances Act 1966,1966-09-30,1966
C1966A00041,Social Services Act 1966,1966-09-30,1966
C1966A00092,States Grants (Research) Act 1966,1966-10-29,1966
C1966A00093,Statute Law Revision (Decimal Currency) Act 1966,1966-10-29,1966
C1966A00077,Stevedoring Industry Act 1966,1966-10-29,1966
C1966A00005,Sulphate of Ammonia Bounty Act 1966,1966-04-05,1966
C1966A00079,Sulphate of Ammonia Bounty Act (No. 2) 1966,1966-10-29,1966
C1966A00069,Superannuation Act 1966,1966-10-29,1966
C1966A00086,Superannuation Act (No. 2) 1966,1966-10-29,1966
C1966A00015,Tractor Bounty Act 1966,1966-05-18,1966
C1966A00091,Universities (Financial Assistance) Act (No. 2) 1966,1966-10-29,1966
C1966A00014,Vinyl Resin Bounty Act 1966,1966-05-18,1966
C1966A00023,Western Australia Grant (Beef Cattle Roads) Act 1966,1966-05-19,1966
C1967A00083,Aged Persons Homes Act 1967,1967-11-08,1967
C1967A00079,Air Navigation (Charges) Act 1967,1967-11-08,1967
C1967A00065,Australian National University Act 1967,1967-10-24,1967
C1967A00035,Australian Universities Commission Act 1967,1967-05-25,1967
C1967A00084,Banking Act 1967,1967-11-08,1967
C1967A00048,Brigalow Lands Agreement Act 1967,1967-05-26,1967
C1967A00047,Broadcasting and Television Act 1967,1967-05-26,1967
C1967A00096,Commonwealth Employees' Compensation Act 1967,1967-11-09,1967
C1967A00114,Commonwealth Employees' Furlough Act 1967,1967-11-17,1967
C1967A00101,Conciliation and Arbitration Act 1967,1967-11-10,1967
C1967A00055,Constitution Alteration (Aboriginals) 1967,1967-08-10,1967
C1967A00054,Customs Act 1967,1967-05-30,1967
C1967A00007,Customs Tariff 1967,1967-04-13,1967
C1967A00017,Customs Tariff (No. 2) 1967,1967-05-12,1967
C1967A00068,Customs Tariff (No. 3) 1967,1967-10-31,1967
C1967A00069,Customs Tariff (No. 4) 1967,1967-10-31,1967
C1967A00070,Customs Tariff (No. 5) 1967,1967-10-31,1967
C1967A00089,Defence (Re-establishment) Act 1967,1967-11-08,1967
C1967A00108,Designs Act 1967,1967-11-14,1967
C1967A00040,Estate Duty Assessment Act 1967,1967-05-25,1967
C1967A00018,Excise Tariff 1967,1967-05-12,1967
C1967A00082,Excise Tariff (No. 2) 1967,1967-11-08,1967
C1967A00116,Fisheries Act 1967,1967-11-17,1967
C1967A00041,Gift Duty Assessment Act 1967,1967-05-25,1967
C1967A00050,Homes Savings Grant Act 1967,1967-05-26,1967
C1967A00013,Income Tax (Aged Persons) Act 1967,1967-04-26,1967
C1967A00019,Income Tax Assessment Act 1967,1967-05-12,1967
C1967A00038,Income Tax Assessment Act (No. 2) 1967,1967-05-25,1967
C1967A00076,Income Tax Assessment Act (No. 3) 1967,1967-11-06,1967
C1967A00085,Income Tax Assessment Act (No. 4) 1967,1967-11-08,1967
C1967A00039,Income Tax (International Agreements) Act 1967,1967-05-25,1967
C1967A00086,Income Tax (International Agreements) Act (No. 2) 1967,1967-11-08,1967
C1967A00001,Ministers of State Act 1967,1967-02-27,1967
C1967A00015,National Debt Sinking Fund Act 1967,1967-05-12,1967
C1967A00014,National Health Act 1967,1967-05-08,1967
C1967A00100,National Health Act (No. 2) 1967,1967-11-10,1967
C1967A00028,National Library Act 1967,1967-05-23,1967
C1967A00011,Nationality and Citizenship Act 1967,1967-04-26,1967
C1967A00060,Navigation Act 1967,1967-09-18,1967
C1967A00020,Pay-roll Tax Assessment Act 1967,1967-05-12,1967
C1967A00088,Pay-roll Tax Assessment Act (No. 2) 1967,1967-11-08,1967
C1967A00043,Petroleum Search Subsidy Act 1967,1967-05-25,1967
C1967A00062,Post and Telegraph Rates Act 1967,1967-09-26,1967
C1967A00063,Post and Telegraph Regulations Act 1967,1967-09-26,1967
C1967A00024,Processed Milk Products Bounty Act 1967,1967-05-16,1967
C1967A00002,Public Service Act 1967,1967-03-20,1967
C1967A00115,Public Service Act (No. 2) 1967,1967-11-17,1967
C1967A00064,Repatriation Act 1967,1967-10-10,1967
C1967A00021,Sales Tax (Exemptions and Classifications) Act 1967,1967-05-12,1967
C1967A00029,Sales Tax (Exemptions and Classifications) Act (No. 2) 1967,1967-05-23,1967
C1967A00080,Sales Tax (Exemptions and Classifications) Act (No. 3) 1967,1967-11-08,1967
C1967A00097,Seamen's Compensation Act 1967,1967-11-09,1967
C1967A00102,Seamen's War Pensions and Allowances Act 1967,1967-11-10,1967
C1967A00010,Social Services Act 1967,1967-04-21,1967
C1967A00061,Social Services Act (No. 2) 1967,1967-09-18,1967
C1967A00012,States Grants Act 1967,1967-04-26,1967
C1967A00071,States Grants Act (No. 2) 1967,1967-11-06,1967
C1967A00009,States Grants (Advanced Education) Act (No. 2) 1967,1967-04-19,1967
C1967A00105,States Grants (Advanced Education) Act (No. 3) 1967,1967-11-14,1967
C1967A00074,States Grants (Mental Health Institutions) Act 1967,1967-11-06,1967
C1967A00003,Statute Law Revision (Decimal Currency) Act 1967,1967-04-13,1967
C1967A00004,Stevedoring Industry Charge Act 1967,1967-04-13,1967
C1967A00110,Stevedoring Industry Charge Act (No. 2) 1967,1967-11-14,1967
C1967A00111,Stevedoring Industry Charge Assessment Act 1967,1967-11-14,1967
C1967A00052,Superannuation Act 1967,1967-05-26,1967
C1967A00005,Tasmania Grant (Gordon River Road) Act 1967,1967-04-13,1967
C1967A00107,Universities (Financial Assistance) Act (No. 2) 1967,1967-11-14,1967
C1967A00059,Wireless Telegraphy Act 1967,1967-09-11,1967
C1967A00032,Wool Industry Act 1967,1967-05-24,1967
C1968A00084,Air Navigation (Charges) Act 1968,1968-11-21,1968
C1968A00117,Apple and Pear Export Charges Act 1968,1968-12-02,1968
C1968A00156,Australian Capital Territory Supreme Court Act 1968,1968-12-10,1968
C1968A00145,Australian Coastal Shipping Commission Act 1968,1968-12-09,1968
C1968A00129,Australian Universities Commission Act 1968,1968-12-09,1968
C1968A00121,Bankruptcy Act 1968,1968-12-03,1968
C1968A00019,Beer Excise Act 1968,1968-05-16,1968
C1968A00107,Beer Excise Act Repeal Act 1968,1968-12-02,1968
C1968A00069,Broadcasting and Television Act 1968,1968-10-03,1968
C1968A00017,Canned Fruit Excise Act 1968,1968-05-16,1968
C1968A00108,Canned Fruit Excise Act Repeal Act 1968,1968-12-02,1968
C1968A00037,Canned Fruits Export Marketing Act 1968,1968-06-18,1968
C1968A00018,Coal Excise Act 1968,1968-05-16,1968
C1968A00076,Coal Excise Act (No. 2) 1968,1968-10-31,1968
C1968A00144,Commonwealth Banks Act 1968,1968-12-09,1968
C1968A00123,Commonwealth Employees' Compensation Act 1968,1968-12-03,1968
C1968A00026,Commonwealth Employees' Furlough Act 1968,1968-06-07,1968
C1968A00058,Commonwealth Employees' Furlough Act (No. 2) 1968,1968-06-25,1968
C1968A00027,Commonwealth Railways Act 1968,1968-06-07,1968
C1968A00038,Conciliation and Arbitration Act 1968,1968-06-18,1968
C1968A00014,Customs Act 1968,1968-05-16,1968
C1968A00104,Customs Act (No. 2) 1968,1968-12-02,1968
C1968A00039,Customs Tariff 1968,1968-06-18,1968
C1968A00083,Customs Tariff (No. 2) 1968,1968-11-14,1968
C1968A00055,Defence Forces Retirement Benefits Act 1968,1968-06-25,1968
C1968A00056,Defence Forces Retirement Benefits Act (No. 2) 1968,1968-06-25,1968
C1968A00128,Defence Forces Retirement Benefits Act (No. 3) 1968,1968-12-09,1968
C1968A00010,Defence (Re-establishment) Act 1968,1968-05-15,1968
C1968A00064,Designs Act 1968,1968-06-27,1968
C1968A00016,Distillation Act 1968,1968-05-16,1968
C1968A00106,Distillation Act (No. 2) 1968,1968-12-02,1968
C1968A00015,Excise Act 1968,1968-05-16,1968
C1968A00105,Excise Act (No. 2) 1968,1968-12-02,1968
C1968A00074,Excise Tariff 1968,1968-10-31,1968
C1968A00075,Excise Tariff (No. 2) 1968,1968-10-31,1968
C1968A00111,Extradition (Commonwealth Countries) Act 1968,1968-12-02,1968
C1968A00112,Extradition (Foreign States) Act 1968,1968-12-02,1968
C1968A00150,Fisheries Act 1968,1968-12-09,1968
C1968A00119,Gold-Mining Industry Assistance Act 1968,1968-12-02,1968
C1968A00004,Income Tax Assessment Act 1968,1968-05-08,1968
C1968A00060,Income Tax Assessment Act (No. 2) 1968,1968-06-25,1968
C1968A00070,Income Tax Assessment Act (No. 3) 1968,1968-10-25,1968
C1968A00087,Income Tax Assessment Act (No. 4) 1968,1968-11-21,1968
C1968A00148,Income Tax Assessment Act (No. 5) 1968,1968-12-09,1968
C1968A00003,Income Tax (International Agreements) Act 1968,1968-05-08,1968
C1968A00130,International Monetary Agreements Act 1968,1968-12-09,1968
C1968A00134,Judiciary Act 1968,1968-12-09,1968
C1968A00152,Law Officers Act 1968,1968-12-10,1968
C1968A00140,Live-stock Slaughter Levy Act 1968,1968-12-09,1968
C1968A00141,Live-stock Slaughter Levy Collection Act 1968,1968-12-09,1968
C1968A00040,Loan Act 1968,1968-06-18,1968
C1968A00028,Loans Securities Act 1968,1968-06-07,1968
C1968A00102,Ministers of State Act 1968,1968-11-29,1968
C1968A00100,National Health Act 1968,1968-11-26,1968
C1968A00008,Native Members of the Forces Benefits Act 1968,1968-05-08,1968
C1968A00024,Naval Defence Act 1968,1968-05-22,1968
C1968A00062,Navigation Act 1968,1968-06-27,1968
C1968A00002,New South Wales Grant (Flood Mitigation) Act 1968,1968-04-16,1968
C1968A00011,Northern Territory Representation Act 1968,1968-05-15,1968
C1968A00116,Northern Territory Supreme Court Act 1968,1968-12-02,1968
C1968A00006,Officers' Rights Declaration Act 1968,1968-05-08,1968
C1968A00031,Overseas Telecommunications Act 1968,1968-06-13,1968
C1968A00139,Overseas Telecommunications Act (No. 2) 1968,1968-12-09,1968
C1968A00025,Papua and New Guinea Act 1968,1968-05-27,1968
C1968A00157,Papua and New Guinea Act (No. 2) 1968,1968-12-10,1968
C1968A00101,Parliamentary Allowances Act 1968,1968-11-29,1968
C1968A00103,Parliamentary Retiring Allowances Act 1968,1968-11-29,1968
C1968A00061,Pay-roll Tax Assessment Act 1968,1968-06-25,1968
C1968A00001,Petroleum (Submerged Lands) Act 1968,1968-03-29,1968
C1968A00086,Phosphate Fertilizers Bounty Act 1968,1968-11-21,1968
C1968A00032,Post and Telegraph Act 1968,1968-06-13,1968
C1968A00033,Post and Telegraph Act (No. 2) 1968,1968-06-13,1968
C1968A00068,Post and Telegraph Rates Act 1968,1968-09-27,1968
C1968A00113,Processed Milk Products Bounty Act 1968,1968-12-02,1968
C1968A00059,Public Service Act 1968,1968-06-25,1968
C1968A00114,Public Service Act (No. 2) 1968,1968-12-02,1968
C1968A00118,Raw Cotton Bounty Act 1968,1968-12-02,1968
C1968A00082,Removal of Prisoners (Australian Capital Territory) Act 1968,1968-11-12,1968
C1968A00009,Removal of Prisoners (Territories) Act 1968,1968-05-08,1968
C1968A00066,Repatriation Act 1968,1968-09-27,1968
C1968A00078,Repatriation (Special Overseas Service) Act 1968,1968-10-31,1968
C1968A00120,Salaries Act 1968,1968-12-02,1968
C1968A00088,Sales Tax Act (No. 1) 1968,1968-11-21,1968
C1968A00089,Sales Tax Act (No. 2) 1968,1968-11-21,1968
C1968A00090,Sales Tax Act (No. 3) 1968,1968-11-21,1968
C1968A00091,Sales Tax Act (No. 4) 1968,1968-11-21,1968
C1968A00092,Sales Tax Act (No. 5) 1968,1968-11-21,1968
C1968A00093,Sales Tax Act (No. 6) 1968,1968-11-21,1968
C1968A00094,Sales Tax Act (No. 7) 1968,1968-11-21,1968
C1968A00095,Sales Tax Act (No. 8) 1968,1968-11-21,1968
C1968A00096,Sales Tax Act (No. 9) 1968,1968-11-21,1968
C1968A00109,Sales Tax Assessment Act (No. 5) 1968,1968-12-02,1968
C1968A00007,Science and Industry Research Act 1968,1968-05-08,1968
C1968A00052,Science and Industry Research Act (No. 2) 1968,1968-06-24,1968
C1968A00124,Seamen's Compensation Act 1968,1968-12-03,1968
C1968A00067,Seamen's War Pensions and Allowances Act 1968,1968-09-27,1968
C1968A00147,Service and Execution of Process Act 1968,1968-12-09,1968
C1968A00065,Social Services Act 1968,1968-09-27,1968
C1968A00110,Spirits Act 1968,1968-12-02,1968
C1968A00127,States Grants Act 1968,1968-12-09,1968
C1968A00077,States Grants (Coal Mining Industry Long Service Leave) Act 1968,1968-10-31,1968
C1968A00146,Stevedoring Industry (Temporary Provisions) Act 1968,1968-12-09,1968
C1968A00049,Superannuation Act 1968,1968-06-21,1968
C1968A00057,Superannuation Act (No. 2) 1968,1968-06-25,1968
C1968A00013,Universities (Financial Assistance) Act 1968,1968-05-15,1968
C1968A00099,War Service Homes Act 1968,1968-11-25,1968
C1969A00068,Aged Persons Homes Act 1969,1969-09-12,1969
C1969A00075,Air Navigation (Charges) Act 1969,1969-09-26,1969
C2014A00028,Amending Acts 1901 to 1969 Repeal Act 2014,2014-05-27,2014
C1969A00020,Audit Act 1969,1969-06-04,1969
C1969A00055,Australian Coastal Shipping Commission Act 1969,1969-06-14,1969
C1969A00021,Broadcasting and Television Act 1969,1969-06-04,1969
C1969A00031,Broadcasting and Television Act (No. 2) 1969,1969-06-04,1969
C1969A00064,Cellulose Acetate Flake Bounty Act 1969,1969-09-12,1969
C1969A00022,Citizenship Act 1969,1969-06-04,1969
C1969A00011,Commonwealth Employees' Compensation Act 1969,1969-04-23,1969
C1969A00012,Conciliation and Arbitration Act 1969,1969-04-23,1969
C1969A00015,Conciliation and Arbitration Act (No. 2) 1969,1969-04-23,1969
C1969A00004,Currency Act 1969,1969-04-08,1969
C1969A00008,Customs Tariff 1969,1969-04-21,1969
C1969A00032,Customs Tariff (No. 2) 1969,1969-06-09,1969
C1969A00061,Defence Forces Retirement Benefits Act 1969,1969-09-05,1969
C1969A00005,Excise Tariff 1969,1969-04-08,1969
C1969A00033,Excise Tariff (No. 2) 1969,1969-06-09,1969
C1969A00018,Income Tax Assessment Act 1969,1969-06-04,1969
C1969A00093,Income Tax Assessment Act (No. 2) 1969,1969-09-27,1969
C1969A00101,Income Tax Assessment Act (No. 3) 1969,1969-09-27,1969
C1969A00024,Income Tax (International Agreements) Act 1969,1969-06-04,1969
C1969A00040,Judges' Remuneration Act 1969,1969-06-14,1969
C1969A00039,Judiciary Act 1969,1969-06-14,1969
C1969A00069,Loan (Canadian Dollars) Act 1969,1969-09-22,1969
C1969A00070,Loan (Swiss Francs) Act 1969,1969-09-22,1969
C1969A00057,Meat Industry Act 1969,1969-09-02,1969
C1969A00102,National Health Act 1969,1969-09-27,1969
C1969A00079,Nitrogenous Fertilizers Subsidy Act 1969,1969-09-26,1969
C1969A00013,Officers' Rights Declaration Act 1969,1969-04-23,1969
C1969A00034,Patents Act 1969,1969-06-14,1969
C1969A00019,Pay-roll Tax Assessment Act 1969,1969-06-04,1969
C1969A00038,Petroleum Search Subsidy Act 1969,1969-06-14,1969
C1969A00066,Phosphate Fertilizers Bounty Act 1969,1969-09-12,1969
C1969A00010,Public Service Arbitration Act 1969,1969-04-23,1969
C1969A00062,Pyrites Bounty Act 1969,1969-09-12,1969
C1969A00001,Quarantine Act 1969,1969-03-14,1969
C1969A00016,Raw Cotton Bounty Act 1969,1969-04-30,1969
C1969A00095,Repatriation Act 1969,1969-09-27,1969
C1969A00096,Seamen's War Pensions and Allowances Act 1969,1969-09-27,1969
C1969A00094,Social Services Act 1969,1969-09-27,1969
C1969A00006,Spirits Act 1969,1969-04-08,1969
C1969A00078,States Grants (Aboriginal Advancement) Act (No. 2) 1969,1969-09-26,1969
C1969A00082,States Grants (Advanced Education) Act (No. 2) 1969,1969-09-26,1969
C1969A00090,States Grants (Petroleum Products) Act 1969,1969-09-27,1969
C1969A00065,Sulphate of Ammonia Bounty Act 1969,1969-09-12,1969
C1969A00063,Sulphuric Acid Bounty Act 1969,1969-09-12,1969
C1969A00014,Superannuation Act 1969,1969-04-23,1969
C1969A00026,Superannuation Act (No. 2) 1969,1969-06-04,1969
C1969A00007,Universities (Financial Assistance) Act 1969,1969-04-08,1969
C1969A00072,Universities (Financial Assistance) Act (No. 2) 1969,1969-09-26,1969
C1969A00067,Urea Bounty Act 1969,1969-09-12,1969
C1969A00002,Wine Grapes Charges Act 1969,1969-04-08,1969
C1970A00086,Agricultural Tractors Bounty Act 1970,1970-10-26,1970
C1970A00056,Air Accidents (Commonwealth Liability) Act 1970,1970-06-25,1970
C1970A00105,Air Navigation (Charges) Act 1970,1970-11-04,1970
C2015A00003,Amending Acts 1970 to 1979 Repeal Act 2015,2015-02-25,2015
C1970A00123,Australian Film Development Corporation Act (No. 2) 1970,1970-11-11,1970
C1970A00055,Australian National Airlines Act 1970,1970-06-25,1970
C1970A00122,Bankruptcy Act 1970,1970-11-11,1970
C1970A00058,Book Bounty Act 1970,1970-09-01,1970
C1970A00114,Canberra College of Advanced Education Act 1970,1970-11-11,1970
C1970A00029,Canned Fruits Export Marketing Act 1970,1970-06-17,1970
C1970A00068,Cellulose Acetate Flake Bounty Act 1970,1970-10-14,1970
C1970A00054,Civil Aviation (Carriers' Liability) Act 1970,1970-06-25,1970
C1970A00051,Commonwealth Employees' Compensation Act 1970,1970-06-24,1970
C1970A00042,Commonwealth Serum Laboratories Act 1970,1970-06-24,1970
C1970A00053,Conciliation and Arbitration Act 1970,1970-06-24,1970
C1970A00036,Customs Tariff 1970,1970-06-23,1970
C1970A00082,Customs Tariff (No. 2) 1970,1970-10-26,1970
C1970A00033,Defence Act 1970,1970-06-23,1970
C1970A00034,Defence Forces Retirement Benefits Act 1970,1970-06-23,1970
C1970A00079,Diesel Fuel Tax Act (No. 1) 1970,1970-10-26,1970
C1970A00080,Diesel Fuel Tax Act (No. 2) 1970,1970-10-26,1970
C1970A00018,Dried Fruits Export Charges Act 1970,1970-06-17,1970
C1970A00009,Estate Duty Assessment Act 1970,1970-05-20,1970
C1970A00081,Excise Tariff 1970,1970-10-26,1970
C1970A00024,Export Payments Insurance Corporation Act 1970,1970-06-17,1970
C1970A00124,Export Payments Insurance Corporation Act (No. 2) 1970,1970-11-11,1970
C1970A00093,Fisheries Act 1970,1970-11-02,1970
C1970A00091,Gold-Mining Industry Assistance Act 1970,1970-11-02,1970
C1970A00014,Homes Savings Grant Act 1970,1970-06-02,1970
C1970A00087,Income Tax Assessment Act 1970,1970-10-27,1970
C1970A00106,Lighthouses Act 1970,1970-11-04,1970
C1970A00041,National Health Act 1970,1970-06-24,1970
C1970A00001,Navigation Act 1970,1970-03-20,1970
C1970A00117,Navigation Act (No. 2) 1970,1970-11-11,1970
C1970A00022,Parliamentary Allowances Act 1970,1970-06-17,1970
C1970A00115,Phosphate Fertilizers Bounty Act 1970,1970-11-11,1970
C1970A00063,Post and Telegraph Act 1970,1970-10-01,1970
C1970A00062,Post and Telegraph Rates Act 1970,1970-10-01,1970
C1970A00048,Processed Milk Products Bounty Act 1970,1970-06-24,1970
C1970A00092,Processed Milk Products Bounty Act (No. 2) 1970,1970-11-02,1970
C1970A00067,Pyrites Bounty Act 1970,1970-10-14,1970
C1970A00004,Repatriation Act 1970,1970-03-24,1970
C1970A00060,Repatriation Act (No. 2) 1970,1970-09-28,1970
C1970A00069,Sales Tax Act (No. 1) 1970,1970-10-21,1970
C1970A00070,Sales Tax Act (No. 2) 1970,1970-10-21,1970
C1970A00071,Sales Tax Act (No. 3) 1970,1970-10-21,1970
C1970A00072,Sales Tax Act (No. 4) 1970,1970-10-21,1970
C1970A00073,Sales Tax Act (No. 5) 1970,1970-10-21,1970
C1970A00074,Sales Tax Act (No. 6) 1970,1970-10-21,1970
C1970A00075,Sales Tax Act (No. 7) 1970,1970-10-21,1970
C1970A00076,Sales Tax Act (No. 8) 1970,1970-10-21,1970
C1970A00077,Sales Tax Act (No. 9) 1970,1970-10-21,1970
C1970A00078,Sales Tax (Exemptions and Classifications) Act 1970,1970-10-21,1970
C1970A00049,Seamen's Compensation Act 1970,1970-06-24,1970
C1970A00061,Seamen's War Pensions and Allowances Act 1970,1970-09-28,1970
C1970A00090,Seat of Government (Administration) Act 1970,1970-11-02,1970
C1970A00084,Sheltered Employment (Assistance) Act 1970,1970-10-26,1970
C1970A00125,Snowy Mountains Engineering Corporation Act (No. 2) 1970,1970-11-11,1970
C1970A00002,Social Services Act 1970,1970-03-24,1970
C1970A00059,Social Services Act (No. 2) 1970,1970-09-28,1970
C1970A00083,States Grants (Mental Health Institutions) Act 1970,1970-10-26,1970
C1970A00120,States Grants (Universities) Act (No. 2) 1970,1970-11-11,1970
C1970A00052,Stevedoring Industry (Temporary Provisions) Act 1970,1970-06-24,1970
C1970A00126,Stevedoring Industry (Temporary Provisions) Act (No. 2) 1970,1970-11-11,1970
C1970A00065,Sulphate of Ammonia Bounty Act 1970,1970-10-14,1970
C1970A00066,Sulphuric Acid Bounty Act 1970,1970-10-14,1970
C1970A00064,Urea Bounty Act 1970,1970-10-14,1970
C1970A00038,Wheat Industry Stabilization Act 1970,1970-06-24,1970
C1970A00050,Wool Industry Act 1970,1970-06-24,1970
C1971A00050,Air Accidents (Commonwealth Liability) Act 1971,1971-05-25,1971
C1971A00079,Air Navigation Act 1971,1971-10-07,1971
C1971A00051,Anglo-Australian Telescope Agreement Act 1971,1971-05-25,1971
C1971A00084,Apple and Pear Organization Act 1971,1971-10-20,1971
C1971A00013,Australian Capital Territory Supreme Court Act 1971,1971-04-05,1971
C1971A00098,Australian Capital Territory Supreme Court Act (No. 2) 1971,1971-11-17,1971
C1971A00001,Australian National University Act 1971,1971-03-02,1971
C1971A00117,Australian Universities Commission Act 1971,1971-12-09,1971
C1971A00004,Bills of Exchange Act 1971,1971-03-12,1971
C1971A00008,Broadcasting and Television Act 1971,1971-03-29,1971
C1971A00072,Broadcasting and Television Act (No. 2) 1971,1971-09-30,1971
C1971A00007,Cellulose Acetate Flake Bounty Act 1971,1971-03-19,1971
C1971A00012,Customs Act 1971,1971-04-05,1971
C1971A00134,Customs Act (No. 2) 1971,1971-12-16,1971
C1971A00038,Customs Tariff 1971,1971-05-18,1971
C1971A00107,Customs Tariff (No. 2) 1971,1971-12-06,1971
C1971A00109,Customs Tariff (No. 3) 1971,1971-12-06,1971
C1971A00105,Diesel Fuel Tax Act (No. 1) 1971,1971-12-06,1971
C1971A00106,Diesel Fuel Tax Act (No. 2) 1971,1971-12-06,1971
C1971A00108,Excise Tariff 1971,1971-12-06,1971
C1971A00033,Export Payments Insurance Corporation Act 1971,1971-05-17,1971
C1971A00091,Export Payments Insurance Corporation Act (No. 2) 1971,1971-11-12,1971
C1971A00112,Homes Savings Grant Act 1971,1971-12-06,1971
C1971A00006,Income Tax Assessment Act 1971,1971-03-19,1971
C1971A00054,Income Tax Assessment Act (No. 2) 1971,1971-05-25,1971
C1971A00093,Income Tax Assessment Act (No. 3) 1971,1971-11-12,1971
C1971A00087,Live-stock Slaughter Levy Act 1971,1971-11-03,1971
C1971A00062,Loan (Farmers' Debt Adjustment) Act 1971,1971-05-25,1971
C1971A00043,Ministers of State Act 1971,1971-05-18,1971
C1971A00085,National Health Act 1971,1971-10-20,1971
C1971A00014,Naval Defence Act 1971,1971-04-05,1971
C1971A00099,Northern Territory Supreme Court Act 1971,1971-11-17,1971
C1971A00009,Overseas Telecommunications Act 1971,1971-03-29,1971
C1971A00086,Phosphate Fertilizers Bounty Act 1971,1971-11-03,1971
C1971A00070,Post and Telegraph Act 1971,1971-09-30,1971
C1971A00071,Post and Telegraph Rates Act 1971,1971-09-30,1971
C1971A00096,Pyrites Bounty Act 1971,1971-11-17,1971
C1971A00088,Railway Agreement (Western Australia) Act 1971,1971-11-03,1971
C1971A00017,Repatriation Act 1971,1971-04-07,1971
C1971A00052,Seamen's Compensation Act 1971,1971-05-25,1971
C1971A00018,Seamen's War Pensions and Allowances Act 1971,1971-04-07,1971
C1971A00069,Seamen's War Pensions and Allowances Act (No. 2) 1971,1971-09-29,1971
C1971A00016,Social Services Act 1971,1971-04-07,1971
C1971A00067,Social Services Act (No. 2) 1971,1971-09-29,1971
C1971A00064,States Grants Act 1971,1971-05-25,1971
C1971A00032,States Grants (Pre-school Teachers Colleges) Act 1971,1971-05-17,1971
C1971A00044,States Grants (Universities) Act 1971,1971-05-18,1971
C1971A00100,Stevedoring Industry Act 1971,1971-11-17,1971
C1971A00059,Stevedoring Industry Charge Act 1971,1971-05-25,1971
C1971A00060,Stevedoring Industry Charge Assessment Act 1971,1971-05-25,1971
C1971A00095,Sulphuric Acid Bounty Act 1971,1971-11-17,1971
C1971A00046,Superannuation Act 1971,1971-05-25,1971
C1971A00120,War Service Homes Act 1971,1971-12-10,1971
C1971A00097,Western Australia (South-west Region Water Supplies) Agreement Act 1971,1971-11-17,1971
C1972A00084,Aged Persons Homes Act 1972,1972-10-04,1972
C1972A00071,Agricultural Tractors Bounty Act 1972,1972-09-01,1972
C1972A00100,Air Navigation (Charges) Act 1972,1972-10-26,1972
C1972A00129,Airlines Agreements Act 1972,1972-11-02,1972
C1972A00106,Apple and Pear Stabilization Act 1972,1972-10-31,1972
C1972A00010,Australian Capital Territory Evidence (Temporary Provisions) Act 1972,1972-03-30,1972
C1972A00068,Australian Capital Territory Stamp Duty Act 1972,1972-08-31,1972
C1972A00094,Australian Capital Territory Stamp Duty Act (No. 2) 1972,1972-10-18,1972
C1972A00093,Australian Capital Territory Tax (Purchases of Marketable Securities) Act 1972,1972-10-18,1972
C1972A00092,Australian Capital Territory Tax (Sales of Marketable Securities) Act 1972,1972-10-18,1972
