id_principal,name,date_enacted,year_enacted,date_repealed,repealing_act_id,word_count,departments,dept_1,dept_2,dept_3,dept_4,dept_5,dept_6,dept_7
C1901A00002,Acts Interpretation Act 1901,19010712,1901,NA,NA,3527,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1901A00004,Audit Act 1901,19010807,1901,19980101,C2004A05249,10309,finance; prime minister and cabinet,finance,prime minister and cabinet,NA,NA,NA,NA,NA
C1901A00005,State Laws and Records Recognition Act 1901,19010905,1901,19950418,C2004A04859,2071,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1901A00006,Customs Act 1901,19011003,1901,NA,NA,18323,"home affairs; industry, science, energy and resources",home affairs,"industry, science, energy and resources",NA,NA,NA,NA,NA
C1901A00007,Beer Excise Act 1901,19011005,1901,19691001,C1968A00107,5085,"industry, science and tourism","industry, science and tourism",NA,NA,NA,NA,NA,NA
C1901A00008,Distillation Act 1901,19011005,1901,20060701,C2006A00074,15011,treasury,treasury,NA,NA,NA,NA,NA,NA
C1901A00009,Excise Act 1901,19011005,1901,NA,NA,11311,treasury,treasury,NA,NA,NA,NA,NA,NA
C1901A00011,Service and Execution of Process Act 1901,19011016,1901,19930410,C2004A04457,5011,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1901A00012,Post and Telegraph Act 1901,19011116,1901,19750701,C2004A00278,22353,postmaster general,postmaster general,NA,NA,NA,NA,NA,NA
C1901A00013,Property for Public Purposes Acquisition Act 1901,19011212,1901,19070701,C1906A00013,10589,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C1901A00016,Pacific Island Labourers Act 1901,19011217,1901,19590601,C1958A00062,744,external affairs,external affairs,NA,NA,NA,NA,NA,NA
C1901A00014,Punishment of Offences Act 1901,19011217,1901,19340806,C1934A00045,360,NA,NA,NA,NA,NA,NA,NA,NA
C1901A00017,Immigration Restriction Act 1901,19011223,1901,19590601,C1958A00062,2505,external affairs,external affairs,NA,NA,NA,NA,NA,NA
C1902A00003,Coronation Celebration Act 1902,19020415,1902,19340806,C1934A00045,183,NA,NA,NA,NA,NA,NA,NA,NA
C1902A00005,Commonwealth Public Service Act 1902,19020505,1902,19230719,C1922A00021,13896,prime minister and cabinet; health,prime minister and cabinet,health,NA,NA,NA,NA,NA
C1902A00007,Governor-General's Establishment Act 1902,19020530,1902,19340806,C1934A00045,136,NA,NA,NA,NA,NA,NA,NA,NA
C1902A00008,Commonwealth Franchise Act 1902,19020612,1902,19181125,C1918A00027,329,the home and territories,the home and territories,NA,NA,NA,NA,NA,NA
C1902A00011,Excise Tariff 1902,19020726,1902,19340806,C1934A00045,1003,treasury,treasury,NA,NA,NA,NA,NA,NA
C1902A00012,Royal Commissions Act 1902,19020908,1902,NA,NA,622,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1902A00013,Post and Telegraph Rates Act 1902,19020909,1902,19750701,C2004A00278,669,postmaster general,postmaster general,NA,NA,NA,NA,NA,NA
C1902A00014,Customs Tariff 1902,19020916,1902,19340806,C1934A00045,10748,"home affairs; industry, science, energy and resources",home affairs,"industry, science, energy and resources",NA,NA,NA,NA,NA
C1902A00016,Appropriation Act 1901-2,19021010,1902,19340806,C1934A00045,44481,treasury,treasury,NA,NA,NA,NA,NA,NA
C1902A00017,Appropriation Act 1902-3,19021010,1902,19340806,C1934A00045,46652,treasury,treasury,NA,NA,NA,NA,NA,NA
C1902A00018,Appropriation (Works and Buildings) Act 1902-3,19021010,1902,19340806,C1934A00045,2251,treasury,treasury,NA,NA,NA,NA,NA,NA
C1902A00021,Claims against the Commonwealth Act 1902,19021010,1902,19030825,C1903A00006,515,NA,NA,NA,NA,NA,NA,NA,NA
C1902A00019,Commonwealth Electoral Act 1902,19021010,1902,19181125,C1918A00027,17419,finance,finance,NA,NA,NA,NA,NA,NA
C1902A00020,Parliamentary Allowances Act 1902,19021010,1902,19070828,C1907A00005,211,finance,finance,NA,NA,NA,NA,NA,NA
C1903A00001,Supply Act (No. 1) 1903-4,19030704,1903,19340806,C1934A00045,284,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00002,Senate Elections Act 1903,19030715,1903,19810612,C2004A02439,1008,administrative services,administrative services,NA,NA,NA,NA,NA,NA
C1903A00004,Sugar Bounty Act 1903,19030730,1903,19340806,C1934A00045,671,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1903A00003,Sugar Rebate Abolition Act 1903,19030730,1903,19340806,C1934A00045,129,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1903A00005,Supply Act (No. 2) 1903-4,19030730,1903,19340806,C1934A00045,3194,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00006,Judiciary Act 1903,19030825,1903,NA,NA,8830,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1903A00007,High Court Procedure Act 1903,19030828,1903,19800421,C2004A02147,47782,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1903A00008,Naval Agreement Act 1903,19030828,1903,19501231,C1950A00080,1828,defence,defence,NA,NA,NA,NA,NA,NA
C1903A00009,Electoral Divisions Act 1903,19030911,1903,19181125,C1918A00027,199,the home and territories,the home and territories,NA,NA,NA,NA,NA,NA
C1903A00010,Supply Act (No. 3) 1903-4,19030929,1903,19340806,C1934A00045,3207,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00011,Naturalization Act 1903,19031013,1903,19210101,C1920A00048,1403,the home and territories,the home and territories,NA,NA,NA,NA,NA,NA
C1903A00012,Extradition Act 1903,19031021,1903,19671001,C1966A00076,1217,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1903A00015,Supplementary Appropriation Act 1901-2 and 1902-3,19031022,1903,19340806,C1934A00045,10069,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00017,Supplementary Appropriation (Works and Buildings) Act 1901-2 and 1902-3,19031022,1903,19340806,C1934A00045,705,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00015,Supplementary Appropriation Act 1901-2 and 1902-3,19031022,1903,19340806,C1934A00045,10069,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00017,Supplementary Appropriation (Works and Buildings) Act 1901-2 and 1902-3,19031022,1903,19340806,C1934A00045,705,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00014,Appropriation Act 1903-4,19031022,1903,19340806,C1934A00045,43012,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00016,Appropriation (Works and Buildings) Act 1903-4,19031022,1903,19340806,C1934A00045,2293,treasury,treasury,NA,NA,NA,NA,NA,NA
C1903A00020,Defence Act 1903,19031022,1903,NA,NA,10739,attorney general; defence; prime minister and cabinet; veteran affairs,attorney general,defence,prime minister and cabinet,veteran affairs,NA,NA,NA
C1903A00021,Patents Act 1903,19031022,1903,19540501,C1952A00042,11296,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C1903A00018,Rules Publication Act 1903,19031022,1903,20050101,C2004A01225,741,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1904A00002,Supplementary Appropriation Act 1903-4,19040614,1904,19340806,C1934A00045,10033,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00003,Supplementary Appropriation (Works and Buildings) Act 1903-4,19040614,1904,19340806,C1934A00045,964,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00001,Acts Interpretation Act 1904,19040614,1904,19371011,C1937A00010,543,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1904A00004,Supply Act (No. 1) 1904-5,19040702,1904,19340806,C1934A00045,288,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00006,Further Supplementary Appropriation Act 1902-3,19040728,1904,19340806,C1934A00045,416,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00005,Supply Act (No. 2) 1904-5,19040728,1904,19340806,C1934A00045,3137,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00007,Seat of Government Act 1904,19040815,1904,19081214,C1908A00024,238,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1904A00008,Supply Act (No. 3) 1904-5,19040825,1904,19340806,C1934A00045,3159,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00009,Supply Act (No. 4) 1904-5,19040929,1904,19340806,C1934A00045,3146,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00010,Supply Act (No. 5) 1904-5,19041028,1904,19340806,C1934A00045,3240,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00011,Appropriation (Works and Buildings) Act 1904-5,19041125,1904,19340806,C1934A00045,3112,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00015,Appropriation Act 1904-5,19041215,1904,19340806,C1934A00045,38434,treasury,treasury,NA,NA,NA,NA,NA,NA
C1904A00013,Commonwealth Conciliation and Arbitration Act 1904,19041215,1904,19890301,C2004A03680,10339,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1904A00014,Sea-Carriage of Goods Act 1904,19041215,1904,19250101,C1924A00022,796,transport,transport,NA,NA,NA,NA,NA,NA
C1905A00001,Supply Act (No. 1) 1905-6,19050708,1905,19340806,C1934A00045,3139,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00002,Jury Exemption Act 1905,19050817,1905,19700917,C1965A00013,163,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1905A00004,Evidence Act 1905,19050825,1905,NA,NA,1055,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1905A00003,Supply Act (No. 2) 1905-6,19050825,1905,19340806,C1934A00045,3119,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00006,Appropriation (Works and Buildings) Act 1905-6,19050928,1905,19340806,C1934A00045,3037,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00007,Supply Act (No. 3) 1905-6,19050928,1905,19340806,C1934A00045,3130,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00008,Wireless Telegraphy Act 1905,19051018,1905,19831222,C2004A02853,702,communications,communications,NA,NA,NA,NA,NA,NA
C1905A00009,Papua Act 1905,19051116,1905,19490701,C1949A00009,5297,external territories,external territories,NA,NA,NA,NA,NA,NA
C1905A00010,Secret Commissions Act 1905,19051116,1905,20010524,C2004A00730,1035,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1905A00013,Amendments Incorporation Act 1905,19051123,1905,20160305,C2015A00010,230,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1905A00012,Life Assurance Companies Act 1905,19051123,1905,19460620,C1945A00028,1255,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00011,Representation Act 1905,19051123,1905,19840221,C2004A02861,1624,finance,finance,NA,NA,NA,NA,NA,NA
C1905A00014,Appropriation Act 1905-6,19051130,1905,19340806,C1934A00045,42962,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00015,Census and Statistics Act 1905,19051208,1905,NA,NA,1866,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00016,Commerce (Trade Descriptions) Act 1905,19051208,1905,NA,NA,1774,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C1905A00021,Supplementary Appropriation Act 1903-4 and 1904-5,19051221,1905,19340806,C1934A00045,6926,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00022,Supplementary Appropriation (Works and Buildings) Act 1903-4 and 1904-5,19051221,1905,19340806,C1934A00045,1408,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00021,Supplementary Appropriation Act 1903-4 and 1904-5,19051221,1905,19340806,C1934A00045,6926,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00022,Supplementary Appropriation (Works and Buildings) Act 1903-4 and 1904-5,19051221,1905,19340806,C1934A00045,1408,treasury,treasury,NA,NA,NA,NA,NA,NA
C1905A00019,Contract Immigrants Act 1905,19051221,1905,19501231,C1950A00080,1122,immigration,immigration,NA,NA,NA,NA,NA,NA
C1905A00025,Copyright Act 1905,19051221,1905,19121120,C1912A00020,7463,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1905A00018,Queen Victoria Memorial Act 1905,19051221,1905,19340806,C1934A00045,165,NA,NA,NA,NA,NA,NA,NA,NA
C1905A00023,Sugar Bounty Act 1905,19051221,1905,19130726,C1912A00026,900,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1905A00020,Trade Marks Act 1905,19051221,1905,19580801,C1955A00020,11259,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C1906A00001,Supply Act (No. 1) 1906-7,19060628,1906,19340806,C1934A00045,3106,treasury,treasury,NA,NA,NA,NA,NA,NA
C1906A00002,Governor-General's Residences Act 1906,19060808,1906,19340806,C1934A00045,174,NA,NA,NA,NA,NA,NA,NA,NA
C1906A00004,Designs Act 1906,19060828,1906,20040617,C2004A01232,3739,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C1906A00003,Meteorology Act 1906,19060828,1906,19550620,C1955A00006,374,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C1906A00006,Supply Act (No. 2) 1906-7,19060829,1906,19340806,C1934A00045,3266,treasury,treasury,NA,NA,NA,NA,NA,NA
C1906A00007,Appropriation (Works and Buildings) Act 1906-7,19060907,1906,19340806,C1934A00045,2696,treasury,treasury,NA,NA,NA,NA,NA,NA
C1906A00009,Australian Industries Preservation Act 1906,19060924,1906,19670901,C1966A00039,3634,customs and excise,customs and excise,NA,NA,NA,NA,NA,NA
C1906A00010,Tasmanian Cable Rates Act 1906,19060928,1906,19750701,C2004A00278,123,NA,NA,NA,NA,NA,NA,NA,NA
C1906A00012,Electoral Validating Act 1906,19061008,1906,19340806,C1934A00045,218,the home and territories,the home and territories,NA,NA,NA,NA,NA,NA
C1906A00011,Referendum (Constitution Alteration) Act 1906,19061008,1906,19840903,C2004A02908,3622,NA,NA,NA,NA,NA,NA,NA,NA
C1906A00023,Appropriation Act 1906-7,19061012,1906,19340806,C1934A00045,42022,treasury,treasury,NA,NA,NA,NA,NA,NA
C1906A00014,Customs Tariff 1906,19061012,1906,19080603,C1908A00007,700,"home affairs; industry, science, energy and resources",home affairs,"industry, science, energy and resources",NA,NA,NA,NA,NA
C1906A00017,Customs Tariff (South African Preference) 1906,19061012,1906,19260708,C1926A00026,1261,NA,NA,NA,NA,NA,NA,NA,NA
C1906A00016,Excise Tariff 1906,19061012,1906,19340806,C1934A00045,360,treasury,treasury,NA,NA,NA,NA,NA,NA
C1906A00013,Lands Acquisition Act 1906,19061012,1906,19560216,C1955A00069,8283,finance,finance,NA,NA,NA,NA,NA,NA
C1906A00021,Spirits Act 1906,19061012,1906,20060701,C2006A00074,2788,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00002,Supply Act (No. 1) 1907-8,19070705,1907,19340806,C1934A00045,3373,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00003,Supply Act (No. 2) 1907-8,19070815,1907,19340806,C1934A00045,3431,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00004,Kalgoorlie to Port Augusta Railway Survey Act 1907,19070828,1907,19340806,C1934A00045,191,works and railways,works and railways,NA,NA,NA,NA,NA,NA
C1907A00005,Parliamentary Allowances Act 1907,19070828,1907,19200522,C1920A00012,375,finance,finance,NA,NA,NA,NA,NA,NA
C1907A00006,Appropriation (Works and Buildings) Act 1907-8,19071008,1907,19340806,C1934A00045,3332,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00007,Commonwealth Salaries Act 1907,19071008,1907,19780622,C2004A01886,431,administrative services,administrative services,NA,NA,NA,NA,NA,NA
C1907A00009,Supply Act (No. 3) 1907-8,19071114,1907,19340806,C1934A00045,3611,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00011,Supply Act (No. 4) 1907-8,19071123,1907,19340806,C1934A00045,3671,treasury,treasury,NA,NA,NA,NA,NA,NA
C1907A00012,Bounties Act 1907,19071128,1907,19340806,C1934A00045,1438,customs and excise,customs and excise,NA,NA,NA,NA,NA,NA
C1908A00001,Excise Procedure Act 1907,19080218,1908,19860624,C2004A03317,1348,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1908A00002,Supply Act (No. 5) 1907-8,19080314,1908,19340806,C1934A00045,3475,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00003,Quarantine Act 1908,19080330,1908,20160616,C2015A00062,7144,agriculture; health,agriculture,health,NA,NA,NA,NA,NA
C1908A00004,Officers' Compensation Act 1908,19080414,1908,19340806,C1934A00045,249,NA,NA,NA,NA,NA,NA,NA,NA
C1908A00006,Appropriation Act 1907-8,19080416,1908,19340806,C1934A00045,44698,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00009,Additional Appropriation Act 1905-6 and 1906-7,19080603,1908,19340806,C1934A00045,15879,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00010,Additional Appropriation (Works and Buildings) Act 1905-6 and 1906-7,19080603,1908,19340806,C1934A00045,1948,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00009,Additional Appropriation Act 1905-6 and 1906-7,19080603,1908,19340806,C1934A00045,15879,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00010,Additional Appropriation (Works and Buildings) Act 1905-6 and 1906-7,19080603,1908,19340806,C1934A00045,1948,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00011,Additional Appropriation Act 1907-8,19080603,1908,19340806,C1934A00045,6903,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00012,Additional Appropriation (Works and Buildings) Act 1907-8,19080603,1908,19340806,C1934A00045,651,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00007,Customs Tariff 1908,19080603,1908,19211216,C1921A00025,24718,"home affairs; industry, science, energy and resources",home affairs,"industry, science, energy and resources",NA,NA,NA,NA,NA
C1908A00008,Excise Tariff 1908,19080603,1908,19211216,C1921A00026,1076,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00019,Coast Defence Appropriation Act 1908,19080610,1908,19340806,C1934A00045,154,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00020,Election Expenses Reimbursement Act 1908,19080610,1908,19340806,C1934A00045,301,NA,NA,NA,NA,NA,NA,NA,NA
C1908A00017,Invalid and Old-age Pensions Act 1908,19080610,1908,19470701,C1947A00026,7255,social services; health,social services,health,NA,NA,NA,NA,NA
C1908A00018,Old-age Pensions Appropriation Act 1908,19080610,1908,19340806,C1934A00045,151,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00016,Parliamentary Papers Act 1908,19080610,1908,NA,NA,420,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1908A00021,Supply Act (No. 1) 1908-9,19080610,1908,19340806,C1934A00045,3684,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00015,Surplus Revenue Act 1908,19080610,1908,NA,NA,714,finance,finance,NA,NA,NA,NA,NA,NA
C1908A00022,Supply Act (No. 2) 1908-9,19081016,1908,19340806,C1934A00045,3887,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00023,Appropriation (Works and Buildings) Act 1908-9,19081110,1908,19340806,C1934A00045,3794,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00027,Appropriation Act 1908-9,19081214,1908,19340806,C1934A00045,46607,treasury,treasury,NA,NA,NA,NA,NA,NA
C1908A00026,Manufactures Encouragement Act 1908,19081214,1908,19141221,C1914A00027,1573,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1908A00024,Seat of Government Act 1908,19081214,1908,NA,NA,349,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1909A00001,Supply Act (No. 1) 1909-10,19090704,1909,19340806,C1934A00045,3681,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00002,Old-age Pensions Appropriation Act 1909,19090804,1909,19340806,C1934A00045,145,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00005,Appropriation (Works and Buildings) Act 1909-10,19090904,1909,19340806,C1934A00045,4210,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00006,Coinage Act 1909,19090904,1909,19660214,C1965A00095,1044,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00007,Supply Act (No. 2) 1909-10,19090917,1909,19340806,C1934A00045,3623,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00008,Supply Act (No. 3) 1909-10,19091009,1909,19340806,C1934A00045,3716,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00009,Telegraph Act 1909,19091030,1909,19501231,C1950A00080,351,postmaster general,postmaster general,NA,NA,NA,NA,NA,NA
C1909A00011,Marine Insurance Act 1909,19091111,1909,NA,NA,11847,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1909A00010,Supply Act (No. 4) 1909-10,19091111,1909,19340806,C1934A00045,3670,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00012,Appropriation Act 1909-10,19091210,1909,19340806,C1934A00045,44522,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00013,Supplementary Appropriation Act 1907-8,19091213,1909,19340806,C1934A00045,3672,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00016,Supplementary Appropriation (Works and Buildings) Act 1907-8,19091213,1909,19340806,C1934A00045,550,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00027,Bills of Exchange Act 1909,19091213,1909,NA,NA,14706,treasury,treasury,NA,NA,NA,NA,NA,NA
C1909A00025,Commonwealth Public Service Act 1909,19091213,1909,19630719,C1922A00021,582,prime minister and cabinet; health,prime minister and cabinet,health,NA,NA,NA,NA,NA
C1909A00022,High Commissioner Act 1909,19091213,1909,19740116,C2004A00009,700,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C1909A00014,Naval Loan Act 1909,19091213,1909,19100806,C1910A00006,1315,NA,NA,NA,NA,NA,NA,NA,NA
C1909A00024,Officers' Compensation Act 1909,19091213,1909,19340806,C1934A00045,349,NA,NA,NA,NA,NA,NA,NA,NA
C1909A00017,Patents Act 1909,19091213,1909,19540501,C1952A00042,3563,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C1909A00029,Seamen's Compensation Act 1909,19091213,1909,19120215,NA,7149,transport and communications,transport and communications,NA,NA,NA,NA,NA,NA
C1909A00023,Seat of Government Acceptance Act 1909,19091213,1909,NA,NA,3408,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1909A00018,Surplus Revenue Act 1909,19091213,1909,19340806,C1934A00045,332,finance,finance,NA,NA,NA,NA,NA,NA
C1910A00001,Supply Act (No. 1) 1910-11,19100703,1910,19340806,C1934A00045,3943,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00002,Trust Fund Advances Act 1910,19100806,1910,19340806,C1934A00045,171,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00004,Old-age Pensions Appropriation Act 1910,19100809,1910,19340806,C1934A00045,144,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00005,Supply Act (No. 2) 1910-11,19100812,1910,19340806,C1934A00045,4020,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00006,Naval Loan Repeal Act 1910,19100816,1910,19501231,C1950A00080,69,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00007,Commonwealth Conciliation and Arbitration Act 1910,19100829,1910,19890301,C2004A03680,1552,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1910A00008,Surplus Revenue Act 1910,19100902,1910,NA,NA,762,finance,finance,NA,NA,NA,NA,NA,NA
C1910A00011,Australian Notes Act 1910,19100916,1910,19201214,C1920A00043,2458,navy,navy,NA,NA,NA,NA,NA,NA
C1910A00012,Appropriation (Works and Buildings) Act 1910-11,19101001,1910,19340806,C1934A00045,4629,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00013,Supply Act (No. 3) 1910-11,19101008,1910,19340806,C1934A00045,3840,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00014,Bank Notes Tax Act 1910,19101010,1910,19450821,C1945A00013,310,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00015,Trust Fund Advances Act 1910 (No. 2),19101021,1910,19340806,C1934A00045,239,NA,NA,NA,NA,NA,NA,NA,NA
C1910A00018,Naval Appropriation Act 1910,19101112,1910,19340806,C1934A00045,156,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00019,Patents Trade Marks and Designs Act 1910,19101114,1910,20140624,C2014A00028,202,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1910A00021,Land Tax Act 1910,19101116,1910,19530401,C1953A00002,643,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00020,Northern Territory Acceptance Act 1910,19101116,1910,NA,NA,4294,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1910A00022,Land Tax Assessment Act 1910,19101117,1910,19530401,C1953A00002,11066,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00023,Shale Oils Bounties Act 1910,19101117,1910,19340806,C1934A00045,1139,trade and customs,trade and customs,NA,NA,NA,NA,NA,NA
C1910A00026,Emigration Act 1910,19101125,1910,19581110,C1958A00062,1421,immigration,immigration,NA,NA,NA,NA,NA,NA
C1910A00030,Naval Defence Act 1910,19101125,1910,20160701,C2015A00164,3696,defence,defence,NA,NA,NA,NA,NA,NA
C1910A00027,Northern Territory (Administration) Act 1910,19101125,1910,19780701,C2004A01857,863,NA,NA,NA,NA,NA,NA,NA,NA
C1910A00024,Postal Rates Act 1910,19101125,1910,19750701,C2004A00278,477,NA,NA,NA,NA,NA,NA,NA,NA
C1910A00025,Seat of Government (Administration) Act 1910,19101125,1910,NA,NA,955,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C1910A00038,Supplementary Appropriation Act 1908-9,19101201,1910,19340806,C1934A00045,5103,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00032,Supplementary Appropriation (Works and Buildings) Act 1908-9,19101201,1910,19340806,C1934A00045,816,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00041,Appropriation Act 1910-11,19101201,1910,19340806,C1934A00045,45114,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00035,Supplementary Appropriation Act 1910-11,19101201,1910,19340806,C1934A00045,567,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00033,Supplementary Appropriation (Works and Buildings) Act 1910-11,19101201,1910,19340806,C1934A00045,343,treasury,treasury,NA,NA,NA,NA,NA,NA
C1910A00040,Supply Act (No. 1) 1911-12,19101201,1910,19340806,C1934A00045,4134,treasury,treasury,NA,NA,NA,NA,NA,NA
C1911A00001,Supply Act (No. 2) 1911-12,19110906,1911,19340806,C1934A00045,2682,treasury,treasury,NA,NA,NA,NA,NA,NA
C1911A00003,Statutory Declarations Act 1911,19111014,1911,19590901,C1959A00052,614,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C1911A00002,Supply Act (No. 3) 1911-12,19111014,1911,19340806,C1934A00045,2663,treasury,treasury,NA,NA,NA,NA,NA,NA
C1911A00004,Petherick Collection Act 1911,19111026,1911,19340806,C1934A00045,2136,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C1911A00005,Appropriation (Works and Buildings) Act 1911-12,19111117,1911,19340806,C1934A00045,5791,treasury,treasury,NA,NA,NA,NA,NA,NA
C1911A00007,Kalgoorlie to Port Augusta Railway Act 1911,19111212,1911,19731231,C1973A00216,1898,shipping and transport,shipping and transport,NA,NA,NA,NA,NA,NA
C1911A00009,Purchase Telephone Lines Acquisition Act 1911,19111212,1911,19501231,C1950A00080,206,postmaster general,postmaster general,NA,NA,NA,NA,NA,NA
