id_principal,name,date_enacted,year_enacted,date_repealed,repealing_act_id,word_count,departments,dept_1,dept_2,dept_3,dept_4,dept_5,dept_6,dept_7
C2004A01793,Beef Industry (Incentive Payments) Act 1977,19771110,1977,19961120,NA,1659,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01773,Coal Research Assistance Act 1977,19771110,1977,NA,NA,1340,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A01782,Customs Tariff Validation Act (No. 3) 1977,19771110,1977,19810612,NA,250,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01788,Environment (Financial Assistance) Act 1977,19771110,1977,19990922,C2004A00509,916,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01770,Health Insurance Levy Act 1977,19771110,1977,19810612,NA,2644,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01768,Income Tax (Companies and Superannuation Funds) Act 1977,19771110,1977,19810612,NA,1371,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01769,Income Tax (Film Royalties) Act 1977,19771110,1977,19921224,C2004A04515,185,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01767,Income Tax (Individuals) Act 1977,19771110,1977,19810612,NA,619,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01763,Port Statistics Act 1977,19771110,1977,NA,NA,1373,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A01771,Public Service (Permanent Head-Dual Appointment) Act 1977,19771110,1977,19810612,NA,419,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01776,Queensland Grant (Special Assistance) Act 1977,19771110,1977,19810612,NA,223,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01795,States Grants (Schools Assistance) Act 1977,19771110,1977,19990922,C2004A00509,15854,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01796,States Grants (Tertiary Education Assistance) Act 1977,19771110,1977,19990922,C2004A00509,23750,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01757,Stevedoring Industry Acts (Termination) Act 1977,19771110,1977,19940719,C2004A04753,1949,dotars,dotars,NA,NA,NA,NA,NA,NA
C2004A01761,Stevedoring Industry Finance Committee Act 1977,19771110,1977,20051026,C2005A00123,3750,transport and regional services,transport and regional services,NA,NA,NA,NA,NA,NA
C2004A01759,Stevedoring Industry Levy Act 1977,19771110,1977,20051026,C2005A00123,701,transport and regional services,transport and regional services,NA,NA,NA,NA,NA,NA
C2004A01760,Stevedoring Industry Levy Collection Act 1977,19771110,1977,20051026,C2005A00123,3339,transport and regional services,transport and regional services,NA,NA,NA,NA,NA,NA
C2004A01779,Tasmania Grant (The Mount Lyell Mining and Railway Company Limited) Act 1977,19771110,1977,19810612,NA,268,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01790,Transport Planning and Research (Financial Assistance) Act 1977,19771110,1977,19990922,C2004A00509,1692,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01804,National Water Resources (Financial Assistance) Act 1978,19780328,1978,19921224,C2004A04533,1142,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01805,Territory Authorities (Financial Provisions) Act 1978,19780328,1978,20120922,C2012A00136,677,finance,finance,NA,NA,NA,NA,NA,NA
C2004A01806,Bounty (Polyester-Cotton Yarn) Act 1978,19780401,1978,19841122,C2004A03029,2888,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01809,Bounty (Drilling Machines) Act 1978,19780409,1978,19810612,NA,3001,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01810,Aboriginal and Torres Strait Islanders (Queensland Reserves and Communities Self-management) Act 1978,19780410,1978,20180221,C2018A00002,3311,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A01812,Crimes (Foreign Incursions and Recruitment) Act 1978,19780414,1978,20141201,C2014A00116,1679,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A01815,Co-operative Farmers and Graziers Direct Meat Supply Limited (Loan Guarantee) Act 1978,19780420,1978,NA,NA,413,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01817,Airline Equipment (Loan Guarantee) Act 1978,19780516,1978,19990922,C2004A00509,735,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01818,Qantas Airways Limited (Loan Guarantee) Act 1978,19780516,1978,NA,NA,578,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01819,Softwood Forestry Agreements Act 1978,19780517,1978,20080703,C2008A00073,3247,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A01825,International Sugar Agreement Act 1978,19780607,1978,19961120,NA,24585,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A01827,Environment Protection (Alligator Rivers Region) Act 1978,19780609,1978,NA,NA,5970,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A01829,Environment Protection (Northern Territory Supreme Court) Act 1978,19780609,1978,NA,NA,1008,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A01831,Environment Protection (Nuclear Codes) Act 1978,19780609,1978,20010315,C2004A00385,4487,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01841,Appropriation Act (No. 3) 1977-78,19780612,1978,19810612,C2004A02439,10140,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01842,Appropriation Act (No. 4) 1977-78,19780612,1978,19810612,NA,1793,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01848,Customs Tariff Validation Act 1978,19780612,1978,19810612,NA,136,"industry, science and tourism","industry, science and tourism",NA,NA,NA,NA,NA,NA
C2004A01837,Ordinances and Regulations (Notification) Act 1978,19780612,1978,NA,NA,434,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A01845,States Grants (Urban Public Transport) Act 1978,19780612,1978,20050222,C2005A00008,2846,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01843,Supply Act (No. 1) 1978-79,19780612,1978,19810612,NA,4474,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01844,Supply Act (No. 2) 1978-79,19780612,1978,19810612,NA,1664,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01853,Maritime College Act 1978,19780620,1978,20080101,C2007A00150,4891,transport and regional services,transport and regional services,NA,NA,NA,NA,NA,NA
C2004A01880,Australian Science and Technology Council Act 1978,19780622,1978,19981218,C2004A05355,4146,"industry, science and tourism","industry, science and tourism",NA,NA,NA,NA,NA,NA
C2004A01890,Hospitals and Health Services Commission (Repeal) Act 1978,19780622,1978,19861013,C2004A03335,1225,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01878,Housing Assistance Act 1978,19780622,1978,20141017,C2014A00109,6805,social services,social services,NA,NA,NA,NA,NA,NA
C2004A01886,Income Tax (Arrangements with the States) Act 1978,19780622,1978,19890621,C2004A03821,18487,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01887,National Health Amendment Act 1978,19780622,1978,20150325,C2015A00003,4788,health,health,NA,NA,NA,NA,NA,NA
C2004A01857,Northern Territory (Self-Government) Act 1978,19780622,1978,NA,NA,9735,"finance; infrastructure, transport, regional development and communications",finance,"infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA
C2004A01863,Northern Territory Supreme Court Amendment Act (No. 2) 1978,19780622,1978,19791001,C2004A02095,739,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01877,Primary Industry Bank Amendment Act 1978,19780622,1978,19871110,C2004A03514,478,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01879,States and Northern Territory Grants (Bluetongue Virus Control) Act 1978,19780622,1978,19900117,C2004A03946,1299,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01870,Wool Industry Amendment Act 1978,19780622,1978,19870701,C2004A03499,111,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01897,Diplomatic and Consular Missions Act 1978,19780824,1978,NA,NA,1466,foreign affairs and trade,foreign affairs and trade,NA,NA,NA,NA,NA,NA
C2004A01901,Commonwealth Employment Service Act 1978,19780829,1978,19880701,C2004A03673,1823,employment and industrial relations,employment and industrial relations,NA,NA,NA,NA,NA,NA
C2004A01904,Australian Overseas Projects Corporation Act 1978,19780830,1978,19860106,C2004A03226,6473,trade,trade,NA,NA,NA,NA,NA,NA
C2004A01903,Legislative Assembly of the Northern Territory (Remuneration and Allowances) Act 1978,19780830,1978,19810612,NA,284,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01905,Loan Act 1978,19780830,1978,NA,NA,341,"finance; infrastructure, transport, regional development and communications",finance,"infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA
C2004A01917,Departure Tax Act 1978,19780929,1978,NA,NA,302,transport and communications,transport and communications,NA,NA,NA,NA,NA,NA
C2004A01918,Departure Tax Collection Act 1978,19780929,1978,NA,NA,1888,"immigration, local government and ethnic affairs; transport and communications","immigration, local government and ethnic affairs",transport and communications,NA,NA,NA,NA,NA
C2004A01916,Wheat Research Amendment Act 1978,19780929,1978,19851003,C2004A03142,347,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01926,Health Insurance Levy Act 1978,19781013,1978,19810612,NA,2535,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01925,Income Tax (Companies and Superannuation Funds) Act 1978,19781013,1978,19810612,NA,1349,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01924,Income Tax (Individuals) Act 1978,19781013,1978,19810612,NA,607,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01928,Repatriation Acts Amendment Act 1978,19781026,1978,20150325,C2015A00003,3476,veteran affairs,veteran affairs,NA,NA,NA,NA,NA,NA
C2004A01938,Dairying Industry Research and Promotion Levy Collection Act 1978,19781115,1978,19990922,C2004A00509,237,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A01940,Appropriation Act (No. 1) 1978-79,19781122,1978,19810612,NA,24685,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01941,Appropriation Act (No. 2) 1978-79,19781122,1978,19810612,NA,5795,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01953,Bounty (Metal-working Machine Tools) Act 1978,19781124,1978,19900616,C2004A03973,3674,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01952,States Grants (Capital Assistance) Act 1978,19781124,1978,19810612,NA,702,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01956,Tasmania Grant (The Mount Lyell Mining and Railway Company Limited) Amendment Act (No. 2) 1978,19781124,1978,19810612,C2004A02439,270,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01960,Airline Equipment (Loan Guarantee) Act (No. 2) 1978,19781128,1978,19990922,C2004A00509,827,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01963,Asian Development Fund Act 1978,19781128,1978,20060323,C2006A00009,259,foreign affairs and trade,foreign affairs and trade,NA,NA,NA,NA,NA,NA
C2004A01961,Export Expansion Grants Act 1978,19781128,1978,20060621,C2006A00057,4491,foreign affairs and trade,foreign affairs and trade,NA,NA,NA,NA,NA,NA
C2004A01972,Income Tax (Non-Resident Companies) Act 1978,19781128,1978,19870605,C2004A03467,157,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01959,Loans (Taxation Exemption) Act 1978,19781128,1978,NA,NA,542,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01966,Primary Industry Bank Amendment Act (No. 2) 1978,19781128,1978,19871110,C2004A03514,558,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01969,Public Service Amendment Act 1978,19781128,1978,20150325,C2015A00003,48007,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A01965,Remuneration and Allowances Amendment Act 1978,19781128,1978,19851216,C2004A03232,736,"education, employment and workplace relations","education, employment and workplace relations",NA,NA,NA,NA,NA,NA
C2004A01964,Wheat Industry Stabilization Amendment Act 1978,19781128,1978,19791129,C2004A02176,1037,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01980,Livestock Diseases Act 1978,19781204,1978,19950412,C2004A04889,1924,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A01989,New South Wales Grant (Chrysotile Corporation) Act 1978,19781204,1978,19990922,C2004A00509,247,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01990,Queensland Grant (Special Assistance) Act 1978,19781204,1978,19810612,NA,223,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01986,States Grants (Schools Assistance) Act 1978,19781204,1978,19990922,C2004A00509,18188,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01987,States Grants (Tertiary Education Assistance) Act 1978,19781204,1978,19990922,C2004A00509,28802,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01992,Australian Dried Fruits Corporation Act 1978,19781206,1978,19910701,C2004A04117,6075,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A02007,Bounty (Commercial Motor Vehicles) Act 1978,19781206,1978,19900616,C2004A03973,3956,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01994,Dried Vine Fruits Equalization Act 1978,19781206,1978,19990101,C2004A00376,5758,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A01993,Dried Vine Fruits Equalization Levy Act 1978,19781206,1978,19990922,C2004A00509,532,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A01996,Sales Tax Assessment (No. 1) Amendment Act 1978,19781206,1978,20150325,C2015A00003,6147,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02012,Commonwealth Authorities (Northern Territory Pay-roll Tax) Act 1979,19790227,1979,NA,NA,622,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02023,Foreign Antitrust Judgments (Restriction of Enforcement) Act 1979,19790315,1979,19840418,C2004A02867,702,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02027,Crimes at Sea Act 1979,19790322,1979,20010331,C2004A00605,5291,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02028,Repatriation Acts Amendment Act 1979,19790328,1979,NA,NA,16372,veteran affairs,veteran affairs,NA,NA,NA,NA,NA,NA
C2004A02032,Parliament House Construction Authority Act 1979,19790330,1979,19920605,C2004A04328,4860,administrative services,administrative services,NA,NA,NA,NA,NA,NA
C2004A02035,Norfolk Island Act 1979,19790530,1979,NA,NA,11199,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A02039,Appropriation Act (No. 3) 1978-79,19790604,1979,19810612,NA,8770,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02040,Appropriation Act (No. 4) 1978-79,19790604,1979,19810612,NA,2076,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02038,Income Tax (Mining Withholding Tax) Act 1979,19790604,1979,NA,NA,164,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02047,Wheat Industry Stabilization Amendment Act 1979,19790607,1979,19791129,C2004A02176,630,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02041,Wool Industry Amendment Act 1979,19790607,1979,19870701,C2004A03499,127,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02049,Wheat Industry Stabilization (Reimbursement of Borrowing Costs) Act 1979,19790611,1979,19841025,C2004A03005,709,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02062,Commonwealth Employees (Redeployment and Retirement) Act 1979,19790614,1979,19870720,C2004A03394,10628,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02057,Grain (Export Inspection Charge) Act 1979,19790614,1979,19871218,NA,355,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02058,Grain (Export Inspection Charge) Collection Act 1979,19790614,1979,19871218,NA,983,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02055,Live-stock Slaughter (Export Inspection Charge) Act 1979,19790614,1979,19890627,C2004A03836,591,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02056,Live-stock Slaughter (Export Inspection Charge) Collection Act 1979,19790614,1979,19890627,C2004A03836,1798,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02067,National Railway Network (Financial Assistance) Act 1979,19790614,1979,20080703,C2008A00073,897,infrastructure and transport,infrastructure and transport,NA,NA,NA,NA,NA,NA
C2004A02061,Qantas Airways Limited (Loan Guarantee) Act 1979,19790614,1979,NA,NA,629,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02065,Supply Act (No. 1) 1979-80,19790614,1979,19810612,NA,4646,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02066,Supply Act (No. 2) 1979-80,19790614,1979,19810612,NA,1796,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02059,Wool Industry Amendment Act (No. 2) 1979,19790614,1979,19870701,C2004A03499,230,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02068,Australian Federal Police Act 1979,19790615,1979,NA,NA,10476,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C2004A02081,Bounty (Dental Alloys) Act 1979,19790615,1979,19810612,NA,2749,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02082,Bounty (Paper) Act 1979,19790615,1979,19900616,C2004A03973,3102,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02080,Bounty (Rotary Cultivators) Act 1979,19790615,1979,19841122,C2004A03029,3781,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02075,Wine Grapes Levy Act 1979,19790615,1979,20000101,C2004A00423,983,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A02076,Wine Grapes Levy Collection Act 1979,19790615,1979,19910701,C2004A04101,1621,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A02078,Wine Overseas Marketing Amendment Act 1979,19790615,1979,19810701,C2004A02362,247,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02088,Bounty (Injection-moulding Equipment) Act 1979,19790625,1979,19900616,C2004A03973,2958,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02092,Customs Tariff Validation Act 1979,19790625,1979,19810612,NA,202,"industry, science and tourism","industry, science and tourism",NA,NA,NA,NA,NA,NA
C2004A02087,Meat Research Amendment Act 1979,19790625,1979,19850701,C2004A03052,268,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02099,High Court Justices (Long Leave Payments) Act 1979,19790831,1979,NA,NA,604,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02100,Judges (Long Leave Payments) Act 1979,19790831,1979,NA,NA,658,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02095,Northern Territory Supreme Court (Repeal) Act 1979,19790831,1979,20150325,C2015A00003,528,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02103,Tasmanian Native Forestry Agreement Act 1979,19790924,1979,20080703,C2008A00073,2531,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A02107,Loan Act 1979,19791017,1979,NA,NA,341,"finance; infrastructure, transport, regional development and communications",finance,"infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA
C2004A02108,Navigation Amendment Act 1979,19791022,1979,20150325,C2015A00003,157157,infrastructure and regional development,infrastructure and regional development,NA,NA,NA,NA,NA,NA
C2004A02123,Australian Security Intelligence Organization Act 1979,19791025,1979,NA,NA,14355,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02125,Telecommunications Amendment Act 1979,19791025,1979,20150325,C2015A00003,86,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02124,Telecommunications (Interception) Act 1979,19791025,1979,NA,NA,7052,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C2004A02129,Overseas Students Charge Act 1979,19791029,1979,19990922,C2004A00509,922,"employment, education, training and youth affairs","employment, education, training and youth affairs",NA,NA,NA,NA,NA,NA
C2004A02130,Overseas Students Charge Collection Act 1979,19791029,1979,19990922,C2004A00509,1185,"employment, education, training and youth affairs","employment, education, training and youth affairs",NA,NA,NA,NA,NA,NA
C2004A02134,Repatriation Acts Amendment Act (No. 2) 1979,19791029,1979,20150325,C2015A00003,2816,veteran affairs,veteran affairs,NA,NA,NA,NA,NA,NA
C2004A02131,Social Services Amendment Act 1979,19791029,1979,20150325,C2015A00003,9342,social services,social services,NA,NA,NA,NA,NA,NA
C2004A02138,States Grants (Capital Assistance) Act 1979,19791114,1979,20050222,C2005A00008,700,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02147,High Court of Australia Act 1979,19791123,1979,NA,NA,5169,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02150,Remuneration and Allowances Act 1979,19791123,1979,19851216,C2004A03232,1494,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A02154,Appropriation Act (No. 1) 1979-80,19791128,1979,19810612,NA,796,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02155,Appropriation Act (No. 2) 1979-80,19791128,1979,19810612,NA,485,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02164,Australian Institute of Multicultural Affairs Act 1979,19791128,1979,19870101,C2004A03402,5550,immigration and ethnic affairs,immigration and ethnic affairs,NA,NA,NA,NA,NA,NA
C2004A02162,Income Tax (Companies and Superannuation Funds) Act 1979,19791128,1979,19810612,NA,1351,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02161,Income Tax (Individuals) Act 1979,19791128,1979,19810612,NA,365,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02163,Queensland Grant (Special Assistance) Act 1979,19791128,1979,20110916,C2011A00100,223,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02171,Canned Fruits Levy Act 1979,19791129,1979,19881201,C2004A03704,861,primary industry,primary industry,NA,NA,NA,NA,NA,NA
C2004A02172,Canned Fruits Levy Collection Act 1979,19791129,1979,19881201,C2004A03704,1610,primary industry,primary industry,NA,NA,NA,NA,NA,NA
C2004A02170,Canned Fruits Marketing Act 1979,19791129,1979,19881201,C2004A03704,9108,primary industry,primary industry,NA,NA,NA,NA,NA,NA
C2004A02169,States and Northern Territory Grants (Rural Adjustment) Act 1979,19791129,1979,20110322,C2011A00005,0,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A02179,Wheat Industry Stabilization (Reimbursement of Borrowing Costs) Amendment Act 1979,19791129,1979,19860624,C2004A03317,139,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02177,Wheat Levy Act (No. 1) 1979,19791129,1979,19841025,C2004A03005,257,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02178,Wheat Levy Act (No. 2) 1979,19791129,1979,19841025,C2004A03005,296,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02176,Wheat Marketing Act 1979,19791129,1979,19841025,NA,16574,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A02180,Wheat Products Export Adjustment Amendment Act 1979,19791129,1979,19850703,C2004A03104,139,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02182,Wheat Research Amendment Act 1979,19791129,1979,19851003,C2004A03142,331,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02181,Wheat Tax Act 1979,19791129,1979,19961120,NA,324,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A02188,Customs Tariff Validation Act (No. 2) 1979,19791204,1979,19810612,C2004A02439,148,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02189,Excise Tariff Validation Act 1979,19791204,1979,19810612,NA,144,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02183,National Companies and Securities Commission Act 1979,19791204,1979,19920731,C2004A04185,19180,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02194,States Grants (Schools Assistance) Act 1979,19791204,1979,19990922,C2004A00509,18282,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02193,Sugar Agreement Act 1979,19791204,1979,19850329,C2004A03045,5976,primary industries and energy,primary industries and energy,NA,NA,NA,NA,NA,NA
C2004A02206,Loan (War Service Land Settlement) Act 1980,19800324,1980,NA,NA,202,finance,finance,NA,NA,NA,NA,NA,NA
C2004A02209,Pipeline Construction (Young to Wagga Wagga) Act 1980,19800328,1980,19900117,C2004A03946,1028,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02211,International Development Association (Further Payment) Act 1980,19800408,1980,20060323,C2006A00009,304,foreign affairs and trade,foreign affairs and trade,NA,NA,NA,NA,NA,NA
C2004A02217,Customs Tariff (Uranium Concentrate Export Duty) Act 1980,19800416,1980,19941118,C2004A04806,353,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02221,Pig Meat Promotion Amendment Act 1980,19800430,1980,19870801,C2004A03399,1449,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02222,Pipeline Construction (Dalton to Canberra) Act 1980,19800501,1980,19900117,C2004A03946,639,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02231,Airline Equipment (Loan Guarantee) Act 1980,19800508,1980,19990922,C2004A00509,825,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02234,Bounty (Drilling Bits) Act 1980,19800508,1980,19841122,C2004A03029,3232,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02230,Qantas Airways Limited (Loan Guarantee) Act 1980,19800508,1980,NA,NA,649,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02227,States (Personal Income Tax Sharing) Amendment Act 1980,19800508,1980,19810701,C2004A02476,560,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02235,Aboriginal Development Commission Act 1980,19800516,1980,19900305,C2004A03898,8076,administrative services,administrative services,NA,NA,NA,NA,NA,NA
C2004A02250,Australian Bicentennial Authority Act 1980,19800523,1980,19990922,C2004A00509,3850,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A02248,Bounty (Penicillin) Act 1980,19800523,1980,19880511,C2004A03621,4003,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02247,Bounty (Refined Tin) Act 1980,19800523,1980,19841122,C2004A03029,3475,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02249,Bounty (Ships) Act 1980,19800523,1980,19950701,C2004A04935,3310,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02238,Liquefied Petroleum Gas (Grants) Act 1980,19800523,1980,20060323,C2006A00009,3449,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02251,Wool Industry Amendment Act 1980,19800523,1980,19870701,C2004A03499,10131,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02262,Appropriation Act (No. 3) 1979-80,19800528,1980,19810612,NA,9814,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02263,Appropriation Act (No. 4) 1979-80,19800528,1980,19810612,NA,2250,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A02265,Companies (Acquisition of Shares) Act 1980,19800528,1980,20010715,C2004A00823,40090,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02266,Companies (Acquisition of Shares—Fees) Act 1980,19800528,1980,19990922,C2004A00509,476,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02269,Companies and Securities (Interpretation and Miscellaneous Provisions) Act 1980,19800528,1980,20010715,C2004A00823,5126,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02267,Securities Industry Act 1980,19800528,1980,20010715,C2004A00823,45656,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02268,Securities Industry (Fees) Act 1980,19800528,1980,19990922,C2004A00509,482,NA,NA,NA,NA,NA,NA,NA,NA
C2004A02277,Coastal Waters (Northern Territory Powers) Act 1980,19800529,1980,NA,NA,818,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02279,Coastal Waters (Northern Territory Title) Act 1980,19800529,1980,NA,NA,1113,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A02276,Coastal Waters (State Powers) Act 1980,19800529,1980,NA,NA,862,attorney general,attorney general,NA,NA,NA,NA,NA,NA
