"id_amending","amend_weight","name"
"C2004A00481",1,"Aviation Fuel Revenues (Special Appropriation) Amendment Act 1999"
"C2004A00482",0.5,"Taxation Laws Amendment (Demutualisation of Non-insurance Mutual Entities) Act 1999"
"C2004A00483",0.5,"Migration Legislation Amendment Act (No. 1) 1999"
"C2004A00484",0.5,"Broadcasting Services Amendment (Online Services) Act 1999"
"C2004A00493",0.5,"Customs and Excise Amendment (Diesel Fuel Rebate Scheme) Act 1999"
"C2004A00495",1,"Criminal Code Amendment (Slavery and Sexual Servitude) Act 1999"
"C2004A00496",1,"Copyright Amendment (Computer Programs) Act 1999"
"C2004A00497",1,"Australian Sports Commission Amendment Act 1999"
"C2004A00499",1,"Customs Amendment Act (No. 1) 1999"
"C2004A00500",1,"Commonwealth Grants Commission Amendment Act 1999"
"C2004A00501",1,"Customs Amendment (Temporary Importation) Act 1999"
"C2004A00504",0.5,"Coal Mining Legislation Amendment (Oakdale Collieries and others) Act 1999"
"C2004A00505",0.5,"Social Security (Family Allowance and Related Matters) Legislation Amendment Act 1999"
"C2004A00506",1,"Ministers of State Amendment Act 1999"
"C2004A00507",0.1,"Defence Legislation Amendment Act (No. 1) 1999"
"C2004A00508",0.25,"Taxation Laws Amendment Act (No. 7) 1999"
"C2004A00509",0.0384615384615385,"Statute Stocktake Act 1999"
"C2004A00510",0.5,"Workplace Relations Legislation Amendment (Youth Employment) Act 1999"
"C2004A00511",1,"Aboriginal and Torres Strait Islander Commission Amendment Act (No. 1) 1999"
"C2004A00512",0.125,"Superannuation Legislation Amendment Act (No. 3) 1999"
"C2004A00513",1,"Broadcasting Services Amendment Act (No. 2) 1999"
"C2004A00514",1,"Crimes Amendment (Fine Enforcement) Act 1999"
"C2004A00515",1,"Customs Tariff Amendment Act (No. 2) 1999"
"C2004A00516",0.0714285714285714,"Law and Justice Legislation Amendment Act 1999"
"C2004A00517",1,"States Grants (General Purposes) Amendment Act 1999"
"C2004A00520",1,"Television Licence Fees Amendment Act 1999"
"C2004A00521",1,"National Health Amendment (Lifetime Health Cover) Act 1999"
"C2004A00522",0.166666666666667,"Superannuation Contributions and Termination Payments Taxes Legislation Amendment Act 1999"
"C2004A00523",0.2,"Aged Care Amendment (Omnibus) Act 1999"
"C2004A00525",0.5,"Electoral and Referendum Amendment Act (No. 1) 1999"
"C2004A00526",0.5,"Australian National Training Authority Amendment Act 1999"
"C2004A00527",1,"Vocational Education and Training Funding Amendment Act 1999"
"C2004A00530",1,"Customs Tariff Amendment (ACIS Implementation) Act 1999"
"C2004A00531",1,"Customs Legislation Amendment Act (No. 2) 1999"
"C2004A00532",0.5,"Fisheries Legislation Amendment Act (No. 1) 1999"
"C2004A00533",0.5,"Intellectual Property Laws Amendment (Border Interception) Act 1999"
"C2004A00534",0.5,"Customs Legislation Amendment Act (No. 1) 1999"
"C2004A00539",1,"Australian Tourist Commission Amendment Act 1999"
"C2004A00540",1,"International Tax Agreements Amendment Act 1999"
"C2004A00541",1,"States Grants (Primary and Secondary Education Assistance) Amendment Act 1999"
"C2004A00542",0.5,"Telecommunications (Interception) Amendment Act 1999"
"C2004A00543",0.333333333333333,"Further 1998 Budget Measures Legislation Amendment (Social Security) Act 1999"
"C2004A00543",0.333333333333333,"Further 1998 Budget Measures Legislation Amendment (Social Security) Act 1999"
"C2004A00544",1,"Stevedoring Levy (Collection) Amendment Act 1999"
"C2004A00547",0.0142857142857143,"Corporate Law Economic Reform Program Act 1999"
"C2004A00548",0.5,"Indigenous Education (Supplementary Assistance) Amendment Act 1999"
"C2004A00549",1,"Higher Education Funding Amendment Act 1999"
"C2004A00550",0.25,"Health Legislation Amendment Act (No. 3) 1999"
"C2004A00551",0.333333333333333,"Border Protection Legislation Amendment Act 1999"
"C2004A00552",0.0384615384615385,"Australian Security Intelligence Organisation Legislation Amendment Act 1999"
"C2004A00555",0.5,"New Business Tax System (Capital Allowances) Act 1999"
"C2004A00556",0.333333333333333,"New Business Tax System (Capital Gains Tax) Act 1999"
"C2004A00558",1,"New Business Tax System (Income Tax Rates) Act (No. 1) 1999"
"C2004A00559",1,"New Business Tax System (Income Tax Rates) Act (No. 2) 1999"
"C2004A00560",0.25,"New Business Tax System (Integrity and Other Measures) Act 1999"
"C2004A00561",0.111111111111111,"Agriculture, Fisheries and Forestry Legislation Amendment Act (No. 2) 1999"
"C2004A00562",0.5,"Veterans' Affairs Legislation Amendment Act (No. 1) 1999"
"C2004A00563",0.333333333333333,"Family and Community Services Legislation Amendment (1999 Budget and Other Measures) Act 1999"
"C2004A00570",0.5,"Taxation Laws Amendment Act (No. 9) 1999"
"C2004A00572",0.5,"Equal Opportunity for Women in the Workplace Amendment Act 1999"
"C2004A00573",1,"Farm Household Support Amendment Act 1999"
"C2004A00578",1,"Customs Tariff Amendment (Tradex) Act 1999"
"C2004A00579",1,"Customs Tariff Amendment Act (No. 1) 1999"
"C2004A00581",0.333333333333333,"Social Security (Administration and International Agreements) (Consequential Amendments) Act 1999"
"C2004A00583",0.04,"Federal Magistrates (Consequential Amendments) Act 1999"
"C2004A00584",1,"National Crime Authority Amendment Act 1999"
"C2004A00585",1,"Quarantine Amendment Act 1999"
"C2004A00586",0.5,"Broadcasting Services Amendment Act (No. 1) 1999"
"C2004A00587",1,"Broadcasting Services Amendment Act (No. 3) 1999"
"C2004A00588",1,"Superannuation Legislation Amendment Act (No. 4) 1999"
"C2004A00589",1,"Australia New Zealand Food Authority Amendment Act 1999"
"C2004A00590",0.333333333333333,"Diesel and Alternative Fuels Grants Scheme (Administration and Compliance) Act 1999"
"C2004A00591",1,"War Crimes Amendment Act 1999"
"C2004A00592",1,"Migration Legislation Amendment (Migration Agents) Act 1999"
"C2004A00593",0.333333333333333,"Ministers of State and Other Legislation Amendment Act 2000"
"C2004A00594",0.333333333333333,"Privacy Amendment (Office of the Privacy Commissioner) Act 2000"
"C2004A00595",1,"Import Processing Charges Amendment Act 2000"
"C2004A00596",1,"Criminal Code Amendment (Application) Act 2000"
"C2004A00597",0.5,"Petroleum (Submerged Lands) Legislation Amendment Act (No. 1) 2000"
"C2004A00598",1,"Health Legislation Amendment Act (No. 2) 2000"
"C2004A00599",1,"Customs Amendment Act (No. 1) 2000"
"C2004A00600",1,"Civil Aviation Amendment Act 2000"
"C2004A00601",0.04,"Australian Federal Police Legislation Amendment Act 2000"
"C2004A00602",1,"Employment, Education and Training Amendment Act 2000"
"C2004A00603",0.333333333333333,"Export Finance and Insurance Corporation Amendment Act 2000"
"C2004A00604",1,"Therapeutic Goods Amendment Act 2000"
"C2004A00615",0.333333333333333,"Customs Legislation Amendment (Criminal Sanctions and Other Measures) Act 2000"
"C2004A00617",0.0833333333333333,"Timor Gap Treaty (Transitional Arrangements) Act 2000"
"C2004A00618",1,"Gladstone Power Station Agreement (Repeal) Act 2000"
"C2004A00619",1,"Aboriginal Land Rights (Northern Territory) Amendment Act (No. 2) 2000"
"C2004A00620",1,"Migration Legislation Amendment Act (No. 1) 2000"
"C2004A00622",0.5,"Census Information Legislation Amendment Act 2000"
"C2004A00623",1,"Health Insurance Amendment (Diagnostic Imaging Services) Act 2000"
"C2004A00625",1,"Telecommunications (Consumer Protection and Service Standards) Amendment Act 2000"
"C2004A00626",0.25,"Radiocommunications Legislation Amendment Act 2000"
"C2004A00627",1,"Radiocommunications (Receiver Licence Tax) Amendment Act 2000"
"C2004A00628",1,"Radiocommunications (Transmitter Licence Tax) Amendment Act 2000"
"C2004A00632",1,"Interstate Road Transport Amendment Act 2000"
"C2004A00633",1,"Interstate Road Transport Charge Amendment Act 2000"
"C2004A00634",1,"Road Transport Charges (Australian Capital Territory) Amendment Act 2000"
"C2004A00635",0.5,"Taxation Laws Amendment Act (No. 5) 2000"
"C2004A00638",1,"Albury-Wodonga Development Amendment Act 2000"
"C2004A00639",0.166666666666667,"Australian Wool Research and Promotion Organisation Amendment (Funding and Wool Tax) Act 2000"
"C2004A00640",0.5,"Aviation Legislation Amendment Act (No. 1) 2000"
"C2004A00641",0.333333333333333,"Child Support Legislation Amendment Act 2000"
"C2004A00642",0.5,"Fisheries Legislation Amendment Act (No. 1) 2000"
"C2004A00643",1,"Telecommunications (Numbering Charges) Amendment Act 2000"
"C2004A00646",0.5,"Medicare Levy Amendment (CPI Indexation) Act 2000"
"C2004A00647",1,"Customs Tariff Amendment Act (No. 2) 2000"
"C2004A00648",1,"Therapeutic Goods Amendment Act (No. 2) 2000"
"C2004A00649",0.0769230769230769,"Jurisdiction of Courts Legislation Amendment Act 2000"
"C2004A00650",0.166666666666667,"Taxation Laws Amendment Act (No. 2) 2000"
"C2004A00652",1,"Fuel Sales Grants (Consequential Amendments) Act 2000"
"C2004A00655",0.5,"Telecommunications (Interception) Legislation Amendment Act 2000"
"C2004A00656",1,"Pooled Development Funds Amendment Act 2000"
"C2004A00657",1,"Primary Industries (Excise) Levies Amendment Act 2000"
"C2004A00658",0.2,"Taxation Laws Amendment Act (No. 3) 2000"
"C2004A00659",1,"Customs Tariff Amendment Act (No. 1) 2000"
"C2004A00660",1,"Excise Tariff Amendment Act (No. 1) 2000"
"C2004A00662",0.2,"New Business Tax System (Alienation of Personal Services Income) Act 2000"
"C2004A00663",0.0769230769230769,"Indirect Tax Legislation Amendment Act 2000"
"C2004A00664",0.25,"Family and Community Services Legislation Amendment Act 2000"
"C2004A00665",1,"Local Government (Financial Assistance) Amendment Act 2000"
"C2004A00666",0.5,"Health Legislation Amendment (Gap Cover Schemes) Act 2000"
"C2004A00667",1,"Petroleum (Submerged Lands) Legislation Amendment Act (No. 2) 2000"
"C2004A00668",0.333333333333333,"Transport Legislation Amendment Act 2000"
"C2004A00669",1,"Corporations Law Amendment (Employee Entitlements) Act 2000"
"C2004A00671",1,"National Health Amendment Act (No. 1) 2000"
"C2004A00672",0.166666666666667,"Taxation Laws Amendment Act (No. 6) 2000"
"C2004A00673",0.5,"Diesel and Alternative Fuels Grants Scheme Amendment Act 2000"
"C2004A00674",0.5,"New Business Tax System (Miscellaneous) Act (No. 1) 2000"
"C2004A00675",1,"Financial Management and Accountability Amendment Act 2000"
"C2004A00679",1,"Customs Amendment (Alcoholic Beverages) Act 2000"
"C2004A00680",1,"Excise Amendment (Alcoholic Beverages) Act 2000"
"C2004A00683",0.142857142857143,"New Business Tax System (Miscellaneous) Act (No. 2) 2000"
"C2004A00684",0.5,"New Business Tax System (Integrity Measures) Act 2000"
"C2004A00685",1,"Compensation Measures Legislation Amendment (Rent Assistance Increase) Act 2000"
"C2004A00686",0.1,"Social Security and Veterans' Entitlements Legislation Amendment (Miscellaneous Matters) Act 2000"
"C2004A00687",1,"Telecommunications (Consumer Protection and Service Standards) Amendment Act (No. 1) 2000"
"C2004A00692",1,"International Tax Agreements Amendment Act (No. 1) 2000"
"C2004A00693",1,"Primary Industries Legislation Amendment (Vegetable Levy) Act 2000"
"C2004A00695",1,"Customs Tariff Amendment (Product Stewardship for Waste Oil) Act 2000"
"C2004A00696",1,"Excise Tariff Amendment (Product Stewardship for Waste Oil) Act 2000"
"C2004A00697",0.5,"Product Stewardship (Oil) (Consequential Amendments) Act 2000"
"C2004A00698",0.166666666666667,"Youth Allowance Consolidation Act 2000"
"C2004A00699",0.5,"Environment and Heritage Legislation Amendment Act 2000"
"C2004A00700",0.142857142857143,"Broadcasting Services Amendment (Digital Television and Datacasting) Act 2000"
"C2004A00701",1,"Datacasting Charge (Imposition) Amendment Act 2000"
"C2004A00702",1,"Copyright Amendment (Digital Agenda) Act 2000"
"C2004A00703",1,"Classification (Publications, Films and Computer Games) Amendment Act (No. 1) 2000"
"C2004A00704",1,"Aboriginal Land Rights (Northern Territory) Amendment Act (No. 3) 2000"
"C2004A00705",0.5,"Defence Legislation Amendment (Flexible Career Practices) Act 2000"
"C2004A00706",0.25,"Taxation Laws Amendment Act (No. 4) 2000"
"C2004A00708",1,"Customs Tariff Amendment Act (No. 3) 2000"
"C2004A00709",1,"Trade Marks Amendment (Madrid Protocol) Act 2000"
"C2004A00710",0.5,"Retirement Assistance for Farmers Scheme Extension Act 2000"
"C2004A00711",0.333333333333333,"Defence Legislation Amendment (Aid to Civilian Authorities) Act 2000"
"C2004A00712",1,"Therapeutic Goods Amendment Act (No. 3) 2000"
"C2004A00713",0.0833333333333333,"Student Assistance (Youth Training Allowance—Transitional Provisions and Consequential Amendments) Act 1994"
"C2004A00714",0.333333333333333,"Agriculture, Fisheries and Forestry Legislation Amendment Act (No. 1) 2000"
"C2004A00715",1,"Protection of the Sea (Civil Liability) Amendment Act 2000"
"C2004A00716",1,"Trade Practices Amendment (International Liner Cargo Shipping) Act 2000"
"C2004A00717",1,"Criminal Code Amendment (United Nations and Associated Personnel) Act 2000"
"C2004A00718",0.142857142857143,"Petroleum Excise Amendment (Measures to Address Evasion) Act 2000"
"C2004A00719",1,"Commonwealth Electoral Amendment Act (No. 1) 2000"
"C2004A00721",1,"Migration Legislation Amendment (Parents and Other Measures) Act 2000"
"C2004A00723",1,"Higher Education Funding Amendment Act (No. 1) 2000"
"C2004A00724",1,"Telecommunications (Universal Service Levy) Amendment Act 2000"
"C2004A00725",0.2,"Social Security and Veterans' Entitlements Legislation Amendment (Private Trusts and Private Companies—Integrity of Means Testing) Act 2000"
"C2004A00726",1,"National Crime Authority Amendment Act 2000"
"C2004A00728",1,"Tobacco Advertising Prohibition Amendment Act 2000"
"C2004A00729",1,"Vocational Education and Training Funding Amendment Act 2000"
"C2004A00730",0.00819672131147541,"Criminal Code Amendment (Theft, Fraud, Bribery and Related Offences) Act 2000"
"C2004A00731",0.166666666666667,"Family and Community Services (2000 Budget and Related Measures) Act 2000"
"C2004A00732",1,"Health Insurance Amendment (Rural and Remote Area Medical Practitioners) Act 2000"
"C2004A00733",0.5,"Patents Amendment (Innovation Patents) Act 2000"
"C2004A00734",0.5,"Veterans' Affairs Legislation Amendment Act (No. 1) 2000"
"C2004A00735",0.5,"Telecommunications (Consumer Protection and Service Standards) Amendment Act (No. 2) 2000"
"C2004A00736",0.142857142857143,"Family Law Amendment Act 2000"
"C2004A00737",0.166666666666667,"Farm Household Support Amendment Act 2000"
"C2004A00739",1,"National Health Amendment (Improved Monitoring of Entitlements to Pharmaceutical Benefits) Act 2000"
"C2004A00740",1,"ACIS Administration Amendment Act 2000"
"C2004A00741",1,"Renewable Energy (Electricity) (Charge) Amendment Act 2000"
"C2004A00743",0.5,"Telecommunications Legislation Amendment Act 2000"
"C2004A00748",0.2,"Privacy Amendment (Private Sector) Act 2000"
"C2004A00749",0.0714285714285714,"Taxation Laws Amendment Act (No. 8) 2000"
"C2004A00750",1,"Veterans' Affairs Legislation Amendment (Budget Measures) Act 2000"
"C2004A00751",1,"Aged Care Amendment Act 2000"
"C2004A00752",1,"Copyright Amendment (Moral Rights) Act 2000"
"C2004A00753",0.125,"Financial Sector Legislation Amendment Act (No. 1) 2000"
"C2004A00760",1,"Education Services for Overseas Students (Registration Charges) Amendment Act 2000"
"C2004A00761",1,"Migration Legislation Amendment (Overseas Students) Act 2000"
"C2004A00763",0.166666666666667,"Gene Technology (Consequential Amendments) Act 2000"
"C2004A00765",0.333333333333333,"Broadcasting Services Amendment Act 2000"
"C2004A00766",0.2,"Taxation Laws Amendment Act (No. 7) 2000"
"C2004A00768",1,"International Monetary Agreements Amendment Act (No. 1) 2001"
"C2004A00769",1,"Aboriginal and Torres Strait Islander Commission Amendment Act 2001"
"C2004A00770",0.0909090909090909,"Communications and the Arts Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00771",0.5,"Health Legislation Amendment Act (No. 1) 2001"
"C2004A00772",1,"Workplace Relations Amendment (Tallies) Act 2001"
"C2004A00777",0.5,"Medicare Levy Amendment (CPI Indexation) Act (No. 1) 2001"
"C2004A00778",0.5,"Classification (Publications, Films and Computer Games) Amendment Act (No. 1) 2001"
"C2004A00780",1,"National Museum of Australia Amendment Act 2001"
"C2004A00781",1,"Therapeutic Goods Amendment Act 2001"
"C2004A00782",0.0909090909090909,"Environment and Heritage Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00783",0.5,"Veterans' Affairs Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00784",1,"Aircraft Noise Levy Collection Amendment Act 2001"
"C2004A00785",0.25,"Family and Community Services Legislation Amendment (New Zealand Citizens) Act 2001"
"C2004A00789",0.111111111111111,"Taxation Laws Amendment (Excise Arrangements) Act 2001"
"C2004A00790",1,"Customs Tariff Amendment Act (No. 1) 2001"
"C2004A00791",1,"Remuneration Tribunal Amendment Act 2001"
"C2004A00792",0.5,"Crimes Amendment (Forensic Procedures) Act 2001"
"C2004A00793",0.333333333333333,"Broadcasting Legislation Amendment Act 2001"
"C2004A00794",0.0196078431372549,"Law and Justice Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00796",0.333333333333333,"Petroleum (Submerged Lands) Legislation Amendment Act 2001"
"C2004A00797",1,"Petroleum (Submerged Lands) (Registration Fees) Amendment Act 2001"
"C2004A00799",0.1,"Treasury Legislation Amendment (Application of Criminal Code) Act (No. 1) 2001"
"C2004A00801",1,"Migration Legislation Amendment (Integrity of Regional Migration Schemes) Act 2001"
"C2004A00802",0.5,"Electoral and Referendum Amendment Act (No. 1) 2001"
"C2004A00803",0.0909090909090909,"Foreign Affairs and Trade Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00804",1,"Crimes Amendment (Age Determination) Act 2001"
"C2004A00805",1,"Act No. 38 of 2001: There is no Act No. 38 of 2001"
"C2004A00806",1,"Excise Tariff Amendment Act (No. 1) 2001"
"C2004A00807",1,"Customs Tariff Amendment Act (No. 2) 2001"
"C2004A00809",0.333333333333333,"Family and Community Services and Veterans' Affairs Legislation Amendment (Further Assistance for Older Australians) Act 2001"
"C2004A00810",0.333333333333333,"Family and Community Services Legislation Amendment (One-off Payment to the Aged) Act 2001"
"C2004A00811",0.333333333333333,"Taxation Laws Amendment (Changes for Senior Australians) Act 2001"
"C2004A00812",1,"Sydney Airport Demand Management Amendment Act 2001"
"C2004A00813",0.25,"Communications and the Arts Legislation Amendment Act 2001"
"C2004A00814",0.2,"Family and Community Services and Veterans' Affairs Legislation Amendment (Debt Recovery) Act 2001"
"C2004A00815",1,"Great Barrier Reef Marine Park Amendment Act 2001"
"C2004A00816",0.2,"Prime Minister and Cabinet Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00817",0.25,"Social Security Legislation Amendment (Concession Cards) Act 2001"
"C2004A00825",0.333333333333333,"Governor-General Legislation Amendment Act 2001"
"C2004A00826",0.333333333333333,"Migration Legislation Amendment (Electronic Transactions and Methods of Notification) Act 2001"
"C2004A00827",0.25,"Health Legislation Amendment Act (No. 2) 2001"
"C2004A00828",1,"Export Market Development Grants Amendment Act 2001"
"C2004A00829",0.25,"Family Law Legislation Amendment (Superannuation) Act 2001"
"C2004A00830",1,"Primary Industries and Energy Research and Development Amendment Act 2001"
"C2004A00831",1,"Trade Practices Amendment Act (No. 1) 2001"
"C2004A00835",1,"Excise Tariff Amendment Act (No. 2) 2001"
"C2004A00836",1,"Customs Tariff Amendment Act (No. 3) 2001"
"C2004A00839",0.25,"Family and Community Services Legislation (Simplification and Other Measures) Act 2001"
"C2004A00840",0.5,"Taxation Laws Amendment Act (No. 1) 2001"
"C2004A00841",0.125,"Taxation Laws Amendment Act (No. 3) 2001"
"C2004A00843",0.142857142857143,"Child Support Legislation Amendment Act 2001"
"C2004A00844",1,"New Business Tax System (Capital Allowances) Act 2001"
"C2004A00845",0.0714285714285714,"New Business Tax System (Capital Allowances—Transitional and Consequential) Act 2001"
"C2004A00846",0.333333333333333,"New Business Tax System (Simplified Tax System) Act 2001"
"C2004A00847",1,"Passenger Movement Charge Amendment Act 2001"
"C2004A00848",0.142857142857143,"Australia New Zealand Food Authority Amendment Act 2001"
"C2004A00850",1,"Agricultural and Veterinary Chemicals Legislation Amendment Act 2001"
"C2004A00852",1,"Migration Legislation Amendment (Immigration Detainees) Act 2001"
"C2004A00853",0.25,"Higher Education Funding Amendment Act 2001"
"C2004A00854",1,"Parliamentary Contributory Superannuation Amendment Act 2001"
"C2004A00855",0.5,"Vocational Education and Training Funding Amendment Act 2001"
"C2004A00856",0.333333333333333,"Taxation Laws Amendment (Superannuation Contributions) Act 2001"
"C2004A00858",1,"Customs Depot Licensing Charges Amendment Act 2001"
"C2004A00859",0.5,"Broadcasting Legislation Amendment Act (No. 2) 2001"
"C2004A00860",1,"Health Legislation Amendment (Medical Practitioners' Qualifications and Other Measures) Act 2001"
"C2004A00861",0.5,"Dairy Produce Legislation Amendment (Supplementary Assistance) Act 2001"
"C2004A00862",0.5,"Customs Legislation Amendment and Repeal (International Trade Modernisation) Act 2001"
"C2004A00863",0.333333333333333,"Superannuation Contributions Taxes and Termination Payments Tax Legislation Amendment Act 2001"
"C2004A00864",0.333333333333333,"Migration Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00865",0.333333333333333,"Superannuation Legislation Amendment (Post-retirement Commutations) Act 2001"
"C2004A00866",0.5,"Trade Marks and Other Legislation Amendment Act 2001"
"C2004A00867",1,"Workplace Relations Amendment (Termination of Employment) Act 2001"
"C2004A00868",1,"Space Activities Amendment (Bilateral Agreement) Act 2001"
"C2004A00869",1,"Veterans' Affairs Legislation Amendment (2001 Budget Measures) Act 2001"
"C2004A00872",1,"Migration Legislation Amendment (Immigration Detainees) Act (No. 2) 2001"
"C2004A00874",1,"Corporations (Fees) Amendment Act 2001"
"C2004A00875",1,"Corporations (National Guarantee Fund Levies) Amendment Act 2001"
"C2004A00876",0.125,"Finance and Administration Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00877",1,"States Grants (Primary and Secondary Education Assistance) Amendment Act 2001"
"C2004A00878",0.0666666666666667,"Health and Aged Care Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00879",0.142857142857143,"Reconciliation and Aboriginal and Torres Strait Islander Affairs Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00880",1,"Wool International Amendment Act 2001"
"C2004A00881",0.142857142857143,"Family Law Legislation Amendment (Superannuation) (Consequential Provisions) Act 2001"
"C2004A00882",0.05,"Agriculture, Fisheries and Forestry Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00883",1,"Innovation and Education Legislation Amendment Act (No. 2) 2001"
"C2004A00884",0.166666666666667,"Treasury Legislation Amendment (Application of Criminal Code) Act (No. 3) 2001"
"C2004A00885",0.125,"General Insurance Reform Act 2001"
"C2004A00886",0.5,"Border Protection (Validation and Enforcement Powers) Act 2001"
"C2004A00887",1,"Migration Amendment (Excision from Migration Zone) Act 2001"
"C2004A00888",1,"Migration Amendment (Excision from Migration Zone) (Consequential Provisions) Act 2001"
"C2004A00889",0.25,"Migration Legislation Amendment Act (No. 1) 2001"
"C2004A00890",1,"Migration Legislation Amendment Act (No. 5) 2001"
"C2004A00891",0.333333333333333,"Financial Services Reform Act 2001"
"C2004A00892",0.04,"Financial Services Reform (Consequential Provisions) Act 2001"
"C2004A00893",1,"Migration Legislation Amendment Act (No. 6) 2001"
"C2004A00894",0.25,"Royal Commissions and Other Legislation Amendment Act 2001"
"C2004A00895",1,"Customs Tariff Amendment Act (No. 5) 2001"
"C2004A00897",0.333333333333333,"New Business Tax System (Thin Capitalisation) Act 2001"
"C2004A00898",0.333333333333333,"New Business Tax System (Debt and Equity) Act 2001"
"C2004A00899",1,"Excise Tariff Amendment (Crude Oil) Act 2001"
"C2004A00900",0.333333333333333,"Fuel Legislation Amendment (Grant and Rebate Schemes) Act 2001"
"C2004A00901",0.2,"Taxation Laws Amendment Act (No. 2) 2001"
"C2004A00902",0.142857142857143,"Taxation Laws Amendment Act (No. 5) 2001"
"C2004A00903",0.166666666666667,"Taxation Laws Amendment Act (No. 6) 2001"
"C2004A00904",0.2,"Taxation Laws Amendment (Research and Development) Act 2001"
"C2004A00905",0.25,"Environmental Legislation Amendment Act 2001"
"C2004A00906",0.5,"Migration Legislation Amendment (Judicial Review) Act 2001"
"C2004A00907",0.0909090909090909,"National Crime Authority Legislation Amendment Act 2001"
"C2004A00908",0.166666666666667,"Measures to Combat Serious and Organised Crime Act 2001"
"C2004A00909",0.0714285714285714,"Family and Community Services Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00910",1,"Family Assistance Estimate Tolerance (Transition) Act 2001"
"C2004A00911",1,"Interactive Gambling Amendment Act 2001"
"C2004A00912",0.0384615384615385,"Industry, Science and Resources Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00913",1,"Trade Practices Amendment (Telecommunications) Act 2001"
"C2004A00914",1,"Parliamentary Service Amendment Act 2001"
"C2004A00917",0.1,"Defence Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00918",0.0833333333333333,"Employment, Workplace Relations and Small Business Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00919",0.0263157894736842,"Transport and Regional Services Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00920",0.166666666666667,"Safety, Rehabilitation and Compensation and Other Legislation Amendment Act 2001"
"C2004A00921",1,"Customs Tariff Amendment Act (No. 4) 2001"
"C2004A00922",0.0454545454545455,"Treasury Legislation Amendment (Application of Criminal Code) Act (No. 2) 2001"
"C2004A00923",0.5,"Education, Training and Youth Affairs Legislation Amendment (Application of Criminal Code) Act 2001"
"C2004A00924",0.333333333333333,"Superannuation Legislation Amendment (Indexation) Act 2001"
"C2004A00925",0.166666666666667,"International Maritime Conventions Legislation Amendment Act 2001"
"C2004A00926",0.5,"Health and Other Services (Compensation) Legislation Amendment Act 2001"
"C2004A00927",0.5,"Social Security and Veterans' Entitlements Legislation Amendment (Retirement Assistance for Farmers) Act 2001"
"C2004A00929",0.166666666666667,"Intelligence Services (Consequential Provisions) Act 2001"
"C2004A00930",1,"Indigenous Education (Targeted Assistance) Amendment Act 2001"
"C2004A00931",1,"Motor Vehicle Standards Amendment Act 2001"
"C2004A00932",1,"Olympic Insignia Protection Amendment Act 2001"
"C2004A00933",0.333333333333333,"Jurisdiction of the Federal Magistrates Service Legislation Amendment Act 2001"
"C2004A00934",1,"Bankruptcy (Estate Charges) Amendment Act 2001"
"C2004A00935",0.0169491525423729,"Abolition of Compulsory Age Retirement (Statutory Officeholders) Act 2001"
"C2004A00936",1,"Patents Amendment Act 2001"
"C2004A00937",0.166666666666667,"Cybercrime Act 2001"
"C2004A00941",1,"Protection of the Sea (Prevention of Pollution from Ships) Amendment Act 2002"
"C2004A00942",1,"Australian Citizenship Legislation Amendment Act 2002"
"C2004A00943",1,"Ministers of State Amendment Act 2002"
"C2004A00944",1,"Radiocommunications (Transmitter Licence Tax) Amendment Act 2002"
"C2004A00945",0.25,"Transport and Regional Services Legislation Amendment (Application of Criminal Code) Act 2002"
"C2004A00946",0.5,"Criminal Code Amendment (Anti-hoax and Other Measures) Act 2002"
"C2004A00947",1,"Migration Legislation Amendment (Transitional Movement) Act 2002"
"C2004A00948",1,"Veterans' Affairs Legislation Amendment (Further Budget 2000 and Other Measures) Act 2002"
"C2004A00948",1,"Veterans' Affairs Legislation Amendment (Further Budget 2000 and Other Measures) Act 2002"
"C2004A00949",1,"Veterans' Entitlements Amendment (Gold Card Extension) Act 2002"
"C2004A00950",1,"Higher Education Legislation Amendment Act (No. 1) 2002"
"C2004A00951",1,"States Grants (Primary and Secondary Education Assistance) Amendment Act 2002"
"C2004A00952",0.2,"Taxation Laws Amendment (Superannuation) Act (No. 1) 2002"
"C2004A00954",1,"Quarantine Amendment Act 2002"
"C2004A00955",1,"Interstate Road Transport Charge Amendment Act 2002"
"C2004A00956",1,"Road Transport Charges (Australian Capital Territory) Amendment Act 2002"
"C2004A00958",1,"Commonwealth Inscribed Stock Amendment Act 2002"
